,Depth,Well,Formation,GR,RS,RD,NPHI,RHOB,DTCO,DTSM,Ef_pred,Facies_pred,Env_pred
238,4729.0,B-1,Vulcan Fm,59.1617,0.7888,0.7675,38.04,2.6006,89.8347,,2,1,2
239,4729.5,B-1,Vulcan Fm,46.7612,1.0065,1.0294,32.45,2.6096,101.6516,,2,1,2
240,4730.0,B-1,Vulcan Fm,48.806999999999995,1.4462,1.4619,33.69,2.6747,90.8448,,2,1,4
241,4730.5,B-1,Vulcan Fm,44.6876,1.5086,1.646,31.94,2.5896,81.2368,,2,1,4
242,4731.0,B-1,Vulcan Fm,46.6372,2.0779,2.0356,33.08,2.5895,96.9694,,2,1,2
243,4731.5,B-1,Vulcan Fm,66.6504,1.9957,1.9458,36.3,2.6014,85.5791,,2,1,2
244,4732.0,B-1,Vulcan Fm,53.8133,1.3702,1.5347,38.2,2.5898,97.9634,,2,1,2
245,4732.5,B-1,Vulcan Fm,42.5093,0.6909,0.6764,38.92,2.6769,90.3806,,2,1,2
246,4733.0,B-1,Vulcan Fm,34.5745,0.7621,0.703,39.56,2.7393,90.0175,,2,1,1
247,4733.5,B-1,Vulcan Fm,52.913999999999994,0.6818,0.6703,52.88,3.0565,89.75,,4,1,2
248,4734.0,B-1,Vulcan Fm,50.2952,0.7234,0.6828,41.97,2.6698,93.73700000000001,,2,1,2
249,4734.5,B-1,Vulcan Fm,50.4801,0.8341,0.8174,37.86,2.6584,90.9823,,2,1,2
250,4735.0,B-1,Vulcan Fm,43.0341,0.7541,0.7092,37.36,2.678,79.6902,,2,1,2
251,4735.5,B-1,Vulcan Fm,50.0212,0.7232,0.6804,37.52,2.6632,84.3608,,2,1,2
252,4736.0,B-1,Vulcan Fm,53.1804,0.8351,0.7972,39.53,2.6710000000000003,90.20299999999999,,2,1,2
253,4736.5,B-1,Vulcan Fm,38.8312,0.823,0.8863,31.25,2.6838,92.6432,,2,1,4
254,4737.0,B-1,Vulcan Fm,53.2881,0.7559999999999999,0.7681,32.72,2.7176,83.7872,,2,1,2
255,4737.5,B-1,Vulcan Fm,41.7731,0.8477,0.8702,32.96,2.6647,77.8966,,2,1,2
256,4738.0,B-1,Vulcan Fm,32.7066,0.8962,1.0037,31.3,2.6715,69.2092,,2,1,2
257,4738.5,B-1,Vulcan Fm,43.5925,2.3223,2.2775,28.36,2.6239999999999997,61.9264,,2,1,2
258,4739.0,B-1,Vulcan Fm,46.7737,1.2312,1.1564,26.6,2.6501,58.9615,,2,5,2
259,4739.5,B-1,Vulcan Fm,27.814,1.1838,1.1241,31.77,2.654,52.4071,,2,1,2
260,4740.0,B-1,Vulcan Fm,20.879,2.2557,2.062,35.24,2.6462,56.8955,,2,1,2
261,4740.5,B-1,Vulcan Fm,17.0237,30.5398,30.3842,29.66,2.6398,59.9359,,4,1,2
262,4741.0,B-1,Vulcan Fm,20.8127,17.4955,23.2082,23.66,2.6659,62.38,,4,1,2
263,4741.5,B-1,Vulcan Fm,24.8256,25.5672,27.3691,24.02,2.6844,62.7945,,4,2,2
264,4742.0,B-1,Vulcan Fm,21.2293,120.9835,144.3088,25.07,2.6995,67.9488,,4,1,2
265,4742.5,B-1,Vulcan Fm,26.2818,68.8292,51.6806,20.0,2.7445,71.4127,,4,1,2
266,4743.0,B-1,Vulcan Fm,31.8124,21.0147,17.4519,16.71,2.7228,71.8261,,2,1,2
267,4743.5,B-1,Vulcan Fm,24.799,33.9283,26.183000000000003,15.18,2.8016,68.7131,,2,1,2
268,4744.0,B-1,Vulcan Fm,22.3949,42.7914,25.5249,20.86,2.7942,71.1108,,4,1,2
269,4744.5,B-1,Vulcan Fm,18.8117,20.3612,17.3502,20.48,2.7618,77.1023,,2,1,2
270,4745.0,B-1,Vulcan Fm,19.0175,25.4509,17.6611,22.15,2.6834,75.3812,,4,1,2
271,4745.5,B-1,Vulcan Fm,21.1011,30.1148,13.7583,22.24,2.6761,73.0504,,2,1,2
272,4746.0,B-1,Vulcan Fm,20.5036,28.8321,13.9328,21.0,2.6842,71.6203,,2,1,2
273,4746.5,B-1,Vulcan Fm,18.8876,8.9051,6.9984,29.3,2.6687,69.9841,,2,1,2
274,4747.0,B-1,Vulcan Fm,18.2713,12.2784,9.3294,29.87,2.6316,71.2323,,2,1,2
275,4747.5,B-1,Vulcan Fm,21.218000000000004,16.6289,12.4003,28.85,2.6652,70.0739,,4,1,2
276,4748.0,B-1,Vulcan Fm,23.366999999999997,12.9085,8.5589,22.59,2.6859,64.3547,,4,1,4
277,4748.5,B-1,Vulcan Fm,15.0572,3.3197,2.9483,27.58,2.6630000000000003,68.8739,,2,1,2
278,4749.0,B-1,Vulcan Fm,13.7282,7.7311,7.0936,25.04,2.6542,62.5695,,4,1,2
279,4749.5,B-1,Vulcan Fm,13.7795,21.4421,20.9354,24.92,2.6771,62.4201,,4,1,2
280,4750.0,B-1,Vulcan Fm,8.3812,33.6966,28.9121,28.72,2.6791,60.7029,,4,1,4
281,4750.5,B-1,Vulcan Fm,10.8767,14.386,14.9717,28.07,2.6237,55.0695,,4,1,4
282,4751.0,B-1,Vulcan Fm,10.3372,12.040999999999999,21.3971,23.87,2.6891,50.3587,,1,1,4
283,4751.5,B-1,Vulcan Fm,13.0966,22.7123,44.2916,25.36,2.6221,58.5485,,4,1,2
284,4752.0,B-1,Vulcan Fm,14.2659,21.4646,61.8653,21.33,2.5262,57.9398,,4,1,4
285,4752.5,B-1,Vulcan Fm,13.2196,91.9524,111.1714,18.44,2.6641,61.3334,,1,1,2
286,4753.0,B-1,Vulcan Fm,12.1679,49.845,47.5348,19.05,2.6971,60.9516,,4,1,1
287,4753.5,B-1,Vulcan Fm,13.1012,271.978,178.7447,19.54,2.7083,65.58800000000001,,4,1,2
288,4754.0,B-1,Vulcan Fm,12.369000000000002,52.1082,57.778999999999996,17.86,2.6833,65.1552,,4,1,2
289,4754.5,B-1,Vulcan Fm,11.6305,49.2437,62.6275,17.22,2.7059,65.3577,,4,1,2
290,4755.0,B-1,Vulcan Fm,13.0165,73.5264,94.118,15.52,2.6929,64.6906,,4,1,2
291,4755.5,B-1,Vulcan Fm,12.874,67.8617,73.3975,15.5,2.7307,63.05,,4,1,2
292,4756.0,B-1,Vulcan Fm,7.1320000000000014,70.3623,77.6956,15.6,2.7702,69.8801,,2,1,2
293,4756.5,B-1,Vulcan Fm,13.5151,154.0837,70.6712,15.39,2.7481,66.5387,,2,1,2
294,4757.0,B-1,Vulcan Fm,15.6942,12.5864,15.0124,18.16,2.6833,66.9752,,2,1,2
295,4757.5,B-1,Vulcan Fm,13.0265,18.3482,20.1472,20.79,2.6942,63.1489,,4,1,2
296,4758.0,B-1,Vulcan Fm,15.4079,37.5792,37.3362,21.05,2.6815,62.8624,,4,1,1
297,4758.5,B-1,Vulcan Fm,11.7405,24.9169,34.9323,19.81,2.7101,65.9,,4,1,2
298,4759.0,B-1,Vulcan Fm,8.2806,17.6569,23.7564,17.13,2.6884,67.232,,2,1,2
299,4759.5,B-1,Vulcan Fm,15.1173,12.6538,15.1093,17.97,2.6926,64.3933,,2,1,2
300,4760.0,B-1,Vulcan Fm,12.6181,14.7617,16.048,20.45,2.6736,73.6079,,2,1,2
301,4760.5,B-1,Vulcan Fm,12.9128,16.9734,16.7748,23.17,2.7035,74.4905,,2,1,2
302,4761.0,B-1,Vulcan Fm,12.8938,22.4112,18.9843,21.82,2.7063,72.1124,116.9506,4,1,2
303,4761.5,B-1,Vulcan Fm,24.0277,13.1352,12.0599,22.57,2.6823,73.9932,120.9579,2,1,2
304,4762.0,B-1,Vulcan Fm,11.9479,7.7031,8.3964,21.89,2.6877,76.3373,125.5673,2,1,2
305,4762.5,B-1,Vulcan Fm,12.1616,11.898,13.7551,21.73,2.66,74.7148,124.4346,1,1,2
306,4763.0,B-1,Vulcan Fm,12.5764,13.1813,16.3389,18.24,2.6485,74.414,134.1887,1,1,2
307,4763.5,B-1,Vulcan Fm,8.6169,31.283,37.8709,19.86,2.6802,73.3785,138.4087,1,1,2
308,4764.0,B-1,Vulcan Fm,11.9756,41.3538,64.5798,22.48,2.6859,70.1924,140.2377,4,1,2
309,4764.5,B-1,Vulcan Fm,12.8602,12.8442,14.8308,22.41,2.6656,71.8276,136.1432,1,1,2
310,4765.0,B-1,Vulcan Fm,7.0256,13.2951,13.9766,18.82,2.6872,74.122,132.6149,2,1,2
311,4765.5,B-1,Vulcan Fm,8.5944,10.43,11.3417,18.61,2.6478,73.608,135.0936,1,1,2
312,4766.0,B-1,Vulcan Fm,17.9282,14.7835,15.3904,21.32,2.6215,65.188,134.5336,4,1,2
313,4766.5,B-1,Vulcan Fm,12.369000000000002,13.9635,14.286,19.73,2.6439,67.3692,136.1744,1,1,2
314,4767.0,B-1,Vulcan Fm,10.9046,14.9599,14.3764,19.25,2.7043,58.205,132.9756,4,1,4
315,4767.5,B-1,Vulcan Fm,12.6927,11.2591,11.2307,18.0,2.7275,67.86,134.6024,2,1,2
316,4768.0,B-1,Vulcan Fm,12.5702,15.1286,15.2311,17.91,2.7534,66.8288,132.3051,2,1,2
317,4768.5,B-1,Vulcan Fm,10.8827,22.1271,20.9185,14.8,2.7973,63.1838,136.1186,2,1,2
318,4769.0,B-1,Vulcan Fm,9.0128,17.7953,17.3271,15.36,2.7362,63.62300000000001,129.5395,2,1,2
319,4769.5,B-1,Vulcan Fm,10.5872,30.7537,31.4901,11.95,2.7453,63.9645,122.9367,2,1,2
320,4770.0,B-1,Vulcan Fm,22.6389,16.7947,16.7496,18.96,2.8247,65.8466,123.3693,4,1,2
321,4770.5,B-1,Vulcan Fm,31.1269,7.8908,7.9053,29.55,2.6767,65.6822,113.1496,2,1,2
322,4771.0,B-1,Vulcan Fm,23.8931,17.2115,17.1487,14.77,2.5939,65.5719,121.7615,2,0,2
323,4771.5,B-1,Vulcan Fm,22.6916,18.659000000000002,18.7439,14.52,2.6462,61.0357,119.8027,2,1,2
324,4772.0,B-1,Vulcan Fm,32.0209,19.7083,20.0982,12.29,2.6804,68.6546,111.241,2,1,2
325,4772.5,B-1,Vulcan Fm,25.1592,13.6532,14.743,16.15,2.6383,78.8413,105.9977,1,1,2
326,4773.0,B-1,Vulcan Fm,43.8072,10.9729,11.6933,13.85,2.592,58.2775,105.8372,2,2,5
327,4773.5,B-1,Vulcan Fm,53.4548,16.2395,15.9114,18.9,2.59,63.952,107.3643,2,2,5
328,4774.0,B-1,Vulcan Fm,29.1628,16.1968,16.674,15.65,2.6338,66.1512,113.0395,2,1,2
329,4774.5,B-1,Vulcan Fm,12.2891,20.4378,22.7992,8.93,2.5903,63.1571,113.2241,2,2,0
330,4775.0,B-1,Vulcan Fm,9.9787,32.8365,34.3539,8.53,2.5219,64.7452,111.0809,2,2,1
331,4775.5,B-1,Vulcan Fm,6.4987,48.4883,43.9033,7.16,2.5326,65.1581,107.8315,4,2,2
332,4776.0,B-1,Vulcan Fm,15.8555,80.985,76.1034,5.98,2.5342,69.9672,109.1126,4,0,2
333,4776.5,B-1,Plover Fm,47.8878,83.9784,51.7717,6.41,2.5433,68.7296,109.4538,4,2,2
334,4777.0,B-1,Plover Fm,49.0109,10.193999999999999,9.6125,15.91,2.6962,61.8611,105.6895,1,2,3
335,4777.5,B-1,Plover Fm,52.8446,14.5308,13.6714,12.84,2.7899,61.872,109.3704,4,2,2
336,4778.0,B-1,Plover Fm,45.8321,13.4778,13.2494,13.58,2.6844,68.066,115.2659,1,1,2
337,4778.5,B-1,Plover Fm,53.6012,14.3315,14.1868,13.7,2.7396,65.8,116.6046,3,2,2
338,4779.0,B-1,Plover Fm,37.216,13.6464,13.9071,11.75,2.7125,61.8414,115.2925,3,5,2
339,4779.5,B-1,Plover Fm,42.7222,17.2175,17.5666,11.44,2.7302,63.8003,114.1876,4,1,2
340,4780.0,B-1,Plover Fm,42.8015,18.3779,18.6662,9.8,2.6774,57.7058,111.4053,3,5,5
341,4780.5,B-1,Plover Fm,28.0944,18.8194,20.1473,8.78,2.7419,61.1664,108.9058,4,2,2
342,4781.0,B-1,Plover Fm,36.6486,20.3759,21.8914,10.44,2.6881,54.8248,106.9298,1,1,2
343,4781.5,B-1,Plover Fm,42.8219,18.9315,21.4571,7.23,2.6638,57.3544,111.0036,3,2,5
344,4782.0,B-1,Plover Fm,46.5886,15.9477,16.5594,8.27,2.7183,55.5604,108.2785,3,5,5
345,4782.5,B-1,Plover Fm,47.5556,14.2915,13.8959,8.38,2.6899,60.7333,104.8786,4,2,2
346,4783.0,B-1,Plover Fm,49.8341,11.8753,12.0686,8.38,2.7602,60.92100000000001,113.3875,4,5,5
347,4783.5,B-1,Plover Fm,40.8349,13.4205,14.3811,8.44,2.6892,61.5792,112.111,3,5,5
348,4784.0,B-1,Plover Fm,49.8566,16.0013,15.6705,8.12,2.6984,65.4135,112.9878,3,1,5
349,4784.5,B-1,Plover Fm,45.7304,13.6392,13.2785,8.44,2.6918,61.7853,113.8604,3,5,5
350,4785.0,B-1,Plover Fm,39.2821,14.6047,15.8313,8.53,2.7124,66.0491,113.7626,2,1,2
351,4785.5,B-1,Plover Fm,36.3495,18.2083,18.5838,8.54,2.7109,61.7805,112.5391,3,5,2
352,4786.0,B-1,Plover Fm,37.9683,29.4476,28.7921,8.44,2.6989,65.8839,113.9519,2,1,2
353,4786.5,B-1,Plover Fm,37.7025,23.6021,23.8514,8.36,2.7299,57.5617,112.0918,4,5,2
354,4787.0,B-1,Plover Fm,34.1124,21.9416,23.2687,8.36,2.6877,59.9625,105.3658,1,1,2
355,4787.5,B-1,Plover Fm,39.8601,14.3289,15.8254,8.36,2.6729,59.5536,102.788,1,1,2
356,4788.0,B-1,Plover Fm,65.2807,16.5964,17.0017,8.36,2.7035,62.1541,106.0967,2,2,2
357,4788.5,B-1,Plover Fm,49.3318,10.107999999999999,10.1823,8.36,2.6975,63.6081,111.2853,3,1,5
358,4789.0,B-1,Plover Fm,48.2822,8.7339,8.6006,8.36,2.7078,57.0602,121.3776,3,5,5
359,4789.5,B-1,Plover Fm,31.4214,17.4513,17.5967,8.36,2.6985,55.1585,121.9171,4,1,5
360,4790.0,B-1,Plover Fm,42.5093,21.2634,22.6654,8.36,2.6797,54.7854,116.8619,1,1,5
361,4790.5,B-1,Plover Fm,47.7435,12.9536,13.7765,8.36,2.6797,55.1567,105.5745,3,5,5
362,4791.0,B-1,Plover Fm,43.5589,11.2798,11.2044,8.36,2.6797,58.9808,109.0989,3,2,5
363,4791.5,B-1,Plover Fm,48.3389,12.1038,12.0367,8.36,2.6797,60.0785,115.8366,3,5,5
364,4792.0,B-1,Plover Fm,44.0106,13.5488,15.0809,8.36,2.6797,60.5344,119.5155,3,1,5
365,4792.5,B-1,Plover Fm,38.8356,13.2413,14.3175,8.36,2.6797,64.1991,116.1338,2,1,5
366,4793.0,B-1,Plover Fm,39.8435,19.5498,21.3198,8.36,2.6797,61.5593,113.7663,1,1,5
367,4793.5,B-1,Plover Fm,38.9079,19.9528,20.2601,8.36,2.6797,65.1887,111.9267,1,1,5
368,4794.0,B-1,Plover Fm,30.9166,23.5952,25.0111,8.36,2.6797,65.2129,107.391,1,1,2
369,4794.5,B-1,Plover Fm,28.3193,20.6395,22.9155,8.36,2.6797,58.6156,105.87700000000001,1,1,2
370,4795.0,B-1,Plover Fm,28.2062,19.904,23.0497,8.36,2.6797,57.8028,104.3093,1,1,2
371,4795.5,B-1,Plover Fm,35.934,40.6698,47.4082,8.36,2.6797,59.1447,102.2576,1,1,2
372,4796.0,B-1,Plover Fm,35.2907,19.5914,20.1298,8.36,2.6797,61.7518,102.1797,1,1,2
373,4796.5,B-1,Plover Fm,37.6118,20.3541,21.3766,8.36,2.6797,60.6616,103.264,1,1,2
374,4797.0,B-1,Plover Fm,46.4431,16.8005,17.7954,8.36,2.6797,58.6718,104.8,3,2,5
375,4797.5,B-1,Plover Fm,36.9375,18.4374,18.9717,8.36,2.6797,63.3112,106.3456,1,1,2
376,4798.0,B-1,Plover Fm,30.649,16.6528,17.7307,8.36,2.6797,61.2574,105.0345,1,1,2
377,4798.5,B-1,Plover Fm,43.7742,17.4278,19.8736,8.36,2.6797,64.5094,106.4208,1,1,2
378,4799.0,B-1,Plover Fm,44.353,13.1094,14.8874,8.36,2.6797,66.7013,107.7251,1,1,2
379,4799.5,B-1,Plover Fm,35.9479,18.1895,17.5349,8.36,2.6797,61.9026,113.8202,1,1,5
380,4800.0,B-1,Plover Fm,41.3573,15.8903,16.500999999999998,22.3077,2.6797,60.2034,111.4914,3,5,5
381,4800.5,B-1,Plover Fm,38.4495,15.9857,16.2363,20.0672,2.6797,63.6189,110.7956,1,1,2
382,4801.0,B-1,Plover Fm,34.0051,14.3383,14.7996,20.344,2.6797,61.9598,113.0987,1,1,2
383,4801.5,B-1,Plover Fm,39.1256,13.6644,14.7132,16.1953,2.6797,66.2852,112.2107,1,1,2
384,4802.0,B-1,Plover Fm,42.0017,15.5373,15.0986,15.1465,2.6797,64.3513,113.506,3,1,2
385,4802.5,B-1,Plover Fm,37.3306,15.7265,15.0408,13.3531,2.6797,61.2826,111.1644,3,2,2
386,4803.0,B-1,Plover Fm,35.1286,15.7926,15.2863,13.8506,2.6797,64.8831,110.9358,2,1,2
387,4803.5,B-1,Plover Fm,36.929,17.6845,19.3504,15.6602,2.6797,70.2064,110.8367,2,2,2
388,4804.0,B-1,Plover Fm,31.318,21.1888,22.0242,13.774000000000001,2.6797,62.2073,109.7779,2,1,2
389,4804.5,B-1,Plover Fm,22.09800000000001,25.1075,22.6448,12.7095,2.6797,66.0097,105.8896,2,2,2
390,4805.0,B-1,Plover Fm,35.3474,49.4728,41.2672,12.4255,2.6797,65.6425,101.5695,2,2,2
391,4805.5,B-1,Plover Fm,36.1277,16.5154,18.535999999999998,10.9313,2.6797,66.221,102.3981,2,2,2
392,4806.0,B-1,Plover Fm,47.207,15.8869,17.7881,9.616,2.2372,66.4276,105.3058,2,2,2
393,4806.5,B-1,Plover Fm,50.9861,19.6835,22.8732,17.7308,2.2552,58.1694,103.287,2,2,2
394,4807.0,B-1,Plover Fm,41.8185,16.2597,20.0399,21.6025,2.2797,56.9939,98.0438,2,2,2
395,4807.5,B-1,Plover Fm,37.7416,16.914,22.2338,19.1036,2.2482,62.5162,107.2984,2,2,2
396,4808.0,B-1,Plover Fm,42.5771,17.3565,23.4547,20.5261,2.5296,58.9635,100.8317,1,2,1
397,4808.5,B-1,Plover Fm,62.0353,17.3565,23.4547,13.4556,2.6097,58.8765,103.3212,2,2,3
398,4809.0,B-1,Plover Fm,47.61600000000001,17.3565,23.4547,13.2672,2.6038,62.9014,109.6437,4,2,5
399,4809.5,B-1,Plover Fm,42.4464,18.225,21.4931,15.9698,2.6033,64.1249,111.5353,2,2,4
400,4810.0,B-1,Plover Fm,48.2193,19.5538,19.8372,16.9542,2.6354,70.3203,111.3699,2,2,2
401,4810.5,B-1,Plover Fm,57.7884,22.5137,24.0296,16.4005,2.6014,61.9852,110.9417,2,2,2
402,4811.0,B-1,Plover Fm,56.9211,27.228,30.5903,19.0524,2.6016,60.754,102.6037,2,2,3
403,4811.5,B-1,Plover Fm,59.5325,25.997,27.3728,20.4022,2.6779,60.3997,104.6832,2,2,3
404,4812.0,B-1,Plover Fm,70.2081,19.1301,18.805,19.4303,2.5963,64.5943,107.9358,2,2,3
405,4812.5,B-1,Plover Fm,56.9247,14.8708,14.5444,20.1165,2.6103,62.6226,109.6559,2,2,2
406,4813.0,B-1,Plover Fm,58.6245,15.5669,15.1077,20.2536,2.6348,66.0615,116.4162,3,5,5
407,4813.5,B-1,Plover Fm,62.573,12.2876,12.2106,20.6131,2.6094,64.2606,115.8073,1,2,2
408,4814.0,B-1,Plover Fm,65.9901,14.0486,13.4923,23.5041,2.6353,65.5429,115.1776,2,5,5
409,4814.5,B-1,Plover Fm,58.0681,13.9945,13.5987,21.7463,2.6479,66.6924,115.5402,3,5,5
410,4815.0,B-1,Plover Fm,53.3574,14.3419,13.347999999999999,20.1631,2.6152,64.3042,115.7337,1,2,2
411,4815.5,B-1,Plover Fm,75.6533,15.6899,15.6985,24.3038,2.6154,68.5843,119.8091,2,5,5
412,4816.0,B-1,Plover Fm,71.9297,12.0056,12.3189,23.1861,2.7472,61.8082,119.3466,2,2,2
413,4816.5,B-1,Plover Fm,54.0301,22.5503,22.9058,23.4748,2.6188,67.952,118.1779,3,5,5
414,4817.0,B-1,Plover Fm,77.8623,13.7233,14.9138,25.9165,2.6932,68.2862,123.579,2,2,5
415,4817.5,B-1,Plover Fm,52.552,10.2646,12.2176,22.8455,2.6382,65.7758,123.9932,3,3,5
416,4818.0,B-1,Plover Fm,77.8323,11.3892,10.0435,26.1775,2.66,70.0379,123.8952,2,2,5
417,4818.5,B-1,Plover Fm,71.9017,11.3551,9.6785,28.4544,2.6326,68.0045,125.7382,3,5,5
418,4819.0,B-1,Plover Fm,79.0855,9.3271,9.3345,27.5628,2.6452,68.3827,122.6241,2,1,3
419,4819.5,B-1,Plover Fm,71.9016,7.9249,7.61,25.6543,2.6272,70.8919,133.2813,3,5,5
420,4820.0,B-1,Plover Fm,71.2731,7.2115,6.9858,24.5681,2.6558,71.0769,131.7696,3,5,5
421,4820.5,B-1,Plover Fm,68.9854,8.4755,8.4609,24.0969,2.6585,67.4241,127.8377,3,5,5
422,4821.0,B-1,Plover Fm,70.9683,9.8145,9.988,25.2226,2.6318,65.8447,122.2221,3,5,5
423,4821.5,B-1,Plover Fm,76.5665,9.9453,10.5383,25.34,2.645,66.9285,122.5755,2,2,5
424,4822.0,B-1,Plover Fm,76.7322,9.6963,9.8348,27.6883,2.6285,66.9817,124.6369,2,5,5
425,4822.5,B-1,Plover Fm,66.5974,8.6824,8.6781,25.7054,2.7681,69.9604,130.6915,2,2,2
426,4823.0,B-1,Plover Fm,74.5654,7.3464,7.1471,25.8581,2.6099,69.5295,127.9147,3,5,5
427,4823.5,B-1,Plover Fm,88.3525,6.358,6.33,26.2882,2.6443,66.7916,126.464,3,2,3
428,4824.0,B-1,Plover Fm,64.8686,7.3427,7.4259,25.7164,2.6226,68.1737,128.4312,3,5,5
429,4824.5,B-1,Plover Fm,67.6169,9.689,9.6224,24.1454,2.665,65.7152,120.6575,3,5,5
430,4825.0,B-1,Plover Fm,65.0266,11.0036,10.8728,25.6548,2.6258,66.1971,124.0324,3,5,5
431,4825.5,B-1,Plover Fm,79.5993,9.5283,9.5395,21.7032,2.6445,66.6567,122.97399999999999,2,1,2
432,4826.0,B-1,Plover Fm,76.4452,15.2215,15.4604,22.3589,2.5706,64.6512,118.507,2,5,2
433,4826.5,B-1,Plover Fm,80.4816,12.354000000000001,12.7212,17.0926,2.6487,67.5253,118.9862,1,5,5
434,4827.0,B-1,Plover Fm,77.6562,12.5865,13.1738,9.9511,2.6555,67.0322,123.4669,2,1,5
435,4827.5,B-1,Plover Fm,88.1914,11.2982,11.8804,7.0828,2.6865,66.4014,120.7439,3,5,5
436,4828.0,B-1,Plover Fm,88.1914,11.5633,11.8097,10.7549,2.6335,66.4203,121.0886,3,5,2
437,4828.5,B-1,Plover Fm,88.1914,15.4476,16.3772,8.7599,2.5749,64.3593,112.9445,2,2,2
438,4829.0,B-1,Plover Fm,74.1973,20.1368,21.2854,10.2894,2.5852,62.4941,104.0861,2,2,2
439,4829.5,B-1,Plover Fm,45.2528,12.7308,15.3048,10.1027,2.5978,63.3231,105.6791,2,2,4
440,4830.0,B-1,Plover Fm,71.1497,12.6376,13.7183,10.8112,2.5571,60.8922,99.6998,2,2,2
441,4830.5,B-1,Plover Fm,33.5155,35.0516,44.746,10.8934,2.5868,56.1349,91.6428,4,2,4
442,4831.0,B-1,Plover Fm,41.4004,30.3853,38.4447,9.6273,2.6007,66.067,96.4133,1,2,2
443,4831.5,B-1,Plover Fm,42.5628,62.4521,77.9304,8.3464,2.6395,57.6593,97.87899999999999,1,2,2
444,4832.0,B-1,Plover Fm,48.6656,76.95100000000002,95.7389,7.3558,2.6202,62.6301,97.4385,2,2,2
445,4832.5,B-1,Plover Fm,52.8264,55.3914,71.7485,8.1973,2.622,66.1778,101.2971,2,2,2
446,4833.0,B-1,Plover Fm,40.5924,56.1962,72.7806,10.6254,2.5396,63.4794,100.5697,4,2,4
447,4833.5,B-1,Plover Fm,47.5783,54.6981,70.3022,11.1102,2.5162,60.9073,96.3396,4,2,4
448,4834.0,B-1,Plover Fm,31.3344,119.66799999999999,177.6635,10.6358,2.5281,61.1422,98.4743,4,2,4
449,4834.5,B-1,Plover Fm,47.4177,100.59899999999999,186.3405,11.1784,2.4669,59.2398,96.2001,4,2,4
450,4835.0,B-1,Plover Fm,30.2911,117.2974,158.1754,11.0842,2.4815,65.1285,99.40700000000001,4,2,4
451,4835.5,B-1,Plover Fm,36.3688,58.5007,75.1992,10.1027,2.5278,66.2298,103.4347,4,2,4
452,4836.0,B-1,Plover Fm,31.4507,113.8923,194.1336,11.5727,2.5348,65.7374,100.1271,4,2,4
453,4836.5,B-1,Plover Fm,30.5961,113.0638,243.4026,13.5877,2.5702,66.2037,101.7647,4,2,4
454,4837.0,B-1,Plover Fm,45.818999999999996,67.1309,155.9536,12.9486,2.5551,67.6206,103.4034,4,2,4
455,4837.5,B-1,Plover Fm,54.9704,106.6244,154.0149,12.9519,2.543,61.1369,100.3871,4,2,4
456,4838.0,B-1,Plover Fm,42.7574,82.921,117.8603,12.662,2.5207,66.9537,104.0736,4,2,4
457,4838.5,B-1,Plover Fm,40.3536,48.1002,66.1767,11.7906,2.6152,66.3324,105.7354,4,2,4
458,4839.0,B-1,Plover Fm,32.9151,41.8647,55.324,11.5289,2.5296,68.8117,104.6875,4,2,4
459,4839.5,B-1,Plover Fm,50.8434,58.315,73.3848,12.4945,2.5637,70.2983,107.3817,4,2,1
460,4840.0,B-1,Plover Fm,45.2433,76.8184,97.3047,11.857000000000001,2.5552,67.7587,107.0279,4,2,4
461,4840.5,B-1,Plover Fm,41.0981,48.2457,64.7994,10.3601,2.449,65.8775,102.9886,4,2,4
462,4841.0,B-1,Plover Fm,46.3276,52.1987,63.2318,9.8587,2.4351,67.3842,104.281,4,2,2
463,4841.5,B-1,Plover Fm,42.9776,55.8064,60.8605,10.9658,2.5449,65.1538,103.2302,4,2,4
464,4842.0,B-1,Plover Fm,80.1823,68.9105,74.6207,11.6812,2.531,65.9549,101.5799,4,2,2
465,4842.5,B-1,Plover Fm,54.2908,38.9512,45.3207,9.9377,2.4818,63.2707,99.4456,2,2,2
466,4843.0,B-1,Plover Fm,49.1626,28.4375,31.4493,10.2801,2.4257,62.5635,96.806,2,2,2
467,4843.5,B-1,Plover Fm,42.9772,34.6009,38.2994,10.4261,2.539,65.0107,99.9773,1,2,4
468,4844.0,B-1,Plover Fm,88.1295,31.7203,39.7463,12.5465,2.6208,67.5291,101.1145,2,2,2
469,4844.5,B-1,Plover Fm,40.0879,34.0095,41.3695,11.4858,2.5751,66.9777,103.3405,4,2,4
470,4845.0,B-1,Plover Fm,33.7203,24.2589,29.7946,9.1531,2.5539,62.5848,99.1615,1,2,4
471,4845.5,B-1,Plover Fm,51.4586,56.4953,53.9895,10.6074,2.5556,64.3331,95.0924,2,2,2
472,4846.0,B-1,Plover Fm,55.2959,98.1803,114.5718,10.2684,2.5165,66.3079,101.5921,4,2,2
473,4846.5,B-1,Plover Fm,49.6052,43.0861,68.5532,9.4024,2.5446,63.5775,99.7813,4,2,4
474,4847.0,B-1,Plover Fm,48.8793,42.5215,71.9897,9.6758,2.5540000000000003,67.6679,99.529,4,2,2
475,4847.5,B-1,Plover Fm,68.5512,57.4826,73.1259,11.1673,2.5852,66.9827,101.46600000000001,4,2,2
476,4848.0,B-1,Plover Fm,60.6563,48.0276,56.5053,9.2994,2.5721,65.1001,100.514,4,2,2
