,Depth,Well,Formation,GR,RS,RD,NPHI,RHOB,DTCO,DTSM,Ef_pred,Facies_pred,Env_pred
477,4848.5,B-1,Plover Fm,43.343999999999994,39.7716,50.6211,10.312000000000001,2.5162,64.1781,99.0412,1,2,2
478,4849.0,B-1,Plover Fm,48.4669,50.1088,71.2442,10.1936,2.5619,66.5909,99.3076,4,2,2
479,4849.5,B-1,Plover Fm,68.5046,49.7286,90.5443,9.5878,2.5441,67.4984,104.2967,4,2,4
480,4850.0,B-1,Plover Fm,60.8273,25.1892,26.4321,9.4935,2.524,64.4361,103.1946,2,2,2
481,4850.5,B-1,Plover Fm,60.7601,36.4419,49.6485,9.8421,2.5811,63.5939,102.8211,4,2,2
482,4851.0,B-1,Plover Fm,51.4311,42.9668,53.0462,9.0456,2.5673,64.1155,97.4445,1,2,2
483,4851.5,B-1,Plover Fm,64.1072,41.891999999999996,56.7884,9.1859,2.573,65.8494,97.6902,1,2,2
484,4852.0,B-1,Plover Fm,56.6792,46.7205,59.0079,9.0226,2.5865,65.5514,100.429,4,2,2
485,4852.5,B-1,Plover Fm,55.0186,38.7866,47.7793,9.3891,2.5827,66.7133,100.03,2,2,2
486,4853.0,B-1,Plover Fm,57.6609,42.6783,51.5493,11.3201,2.6585,67.8692,103.8425,2,2,2
487,4853.5,B-1,Plover Fm,63.5016,32.5751,37.9972,11.3138,2.6874,66.0485,104.5273,4,2,2
488,4854.0,B-1,Plover Fm,55.0212,28.5597,32.4703,10.9527,2.7601,63.1692,100.8546,4,2,2
489,4854.5,B-1,Plover Fm,57.6061,41.0612,45.982,10.4234,2.5736,62.5284,99.0698,4,2,4
490,4855.0,B-1,Plover Fm,52.5794,24.9172,28.1479,9.7976,2.5689,63.0153,99.4997,2,2,4
491,4855.5,B-1,Plover Fm,48.2822,28.1023,30.5909,10.3818,2.6072,63.6562,103.4499,4,2,4
492,4856.0,B-1,Plover Fm,69.7365,30.9563,33.0734,13.5632,2.7454,67.2564,103.9182,2,2,2
493,4856.5,B-1,Plover Fm,63.3868,31.6839,31.8115,12.439,2.7255,63.5121,101.8804,4,2,4
494,4857.0,B-1,Plover Fm,60.6288,21.1197,21.5064,10.8663,2.8066,62.7001,101.5428,4,2,2
495,4857.5,B-1,Plover Fm,64.0029,29.2543,28.7862,11.0685,2.7855,60.8292,97.8414,4,2,2
496,4858.0,B-1,Plover Fm,57.9662,32.6516,34.4601,11.2451,2.6703,57.3032,97.6723,4,5,5
497,4858.5,B-1,Plover Fm,39.4099,96.7652,77.8607,9.5696,2.6553,62.6541,99.5396,2,2,2
498,4859.0,B-1,Plover Fm,39.8642,29.6447,36.6626,9.6923,2.6052,61.9294,100.0143,1,2,4
499,4859.5,B-1,Plover Fm,37.3377,61.8165,62.5701,11.5922,2.6499,60.2318,99.5436,2,2,2
500,4860.0,B-1,Plover Fm,74.5664,62.2312,71.6643,14.2576,2.5896,62.1276,99.4627,4,2,4
501,4860.5,B-1,Plover Fm,74.7407,36.7954,31.8341,15.8453,2.5589,55.8084,106.9574,4,2,2
502,4861.0,B-1,Plover Fm,66.9442,21.9518,16.9612,12.3414,2.5597,76.2335,111.977,4,0,1
503,4861.5,B-1,Plover Fm,27.3528,33.2458,31.3192,9.2308,2.6431,71.4315,111.9359,2,3,2
504,4862.0,B-1,Plover Fm,34.6368,96.7011,89.3735,6.8229,2.7446,58.9272,95.3716,1,2,2
505,4862.5,B-1,Plover Fm,40.9745,445.3668,1950.0,6.7242,2.6861,54.9502,92.2858,1,2,2
506,4863.0,B-1,Plover Fm,73.2999,148.5869,102.9462,11.5899,2.6011,53.4109,92.6427,1,2,2
507,4863.5,B-1,Plover Fm,38.5252,24.8822,24.5346,14.7331,2.699,67.1546,105.7896,1,1,2
508,4864.0,B-1,Plover Fm,33.19,41.3557,37.3382,10.8914,2.5782,65.7599,106.4623,4,2,4
509,4864.5,B-1,Plover Fm,76.03699999999998,47.7417,48.0329,11.3842,2.5945,60.9078,102.0624,4,2,2
510,4865.0,B-1,Plover Fm,103.6156,10.4846,21.2396,21.4468,2.6763,74.2353,119.1964,2,1,4
511,4865.5,B-1,Plover Fm,71.0392,5.9042,5.827000000000001,21.4468,2.6763,70.4297,136.6662,3,5,5
512,4866.0,B-1,Plover Fm,80.53,10.5502,11.9946,21.4468,2.6763,64.3973,121.9537,2,2,2
513,4866.5,B-1,Plover Fm,62.5612,14.591,11.8741,21.4468,2.6763,64.8992,114.7692,2,2,2
514,4867.0,B-1,Plover Fm,41.7368,15.242,16.7596,21.4468,2.6763,66.1762,100.4813,1,1,2
515,4867.5,B-1,Plover Fm,29.5178,17.1567,20.698,21.4468,2.6763,65.7456,102.3525,1,1,2
516,4868.0,B-1,Plover Fm,119.9474,28.9926,28.32800000000001,21.4468,2.6763,65.6287,99.1405,4,1,1
517,4868.5,B-1,Plover Fm,88.3735,15.5931,17.8554,21.4468,2.6763,71.1805,124.5798,2,5,5
518,4869.0,B-1,Plover Fm,88.4328,10.7952,12.9975,21.4468,2.6763,63.6143,108.6777,2,2,3
519,4869.5,B-1,Plover Fm,95.5149,17.7624,14.8402,21.4468,2.6763,70.153,131.3989,2,2,5
520,4870.0,B-1,Plover Fm,100.1062,8.9525,8.4998,21.4468,2.6763,72.5007,132.8847,2,2,5
521,4870.5,B-1,Plover Fm,89.7388,8.5475,8.5696,21.4468,2.6763,74.4842,137.2246,2,2,5
522,4871.0,B-1,Plover Fm,84.8993,7.8222,7.7570000000000014,21.4468,2.6763,75.9621,146.9156,2,5,5
523,4871.5,B-1,Plover Fm,60.3151,8.8878,7.9867,21.4468,2.6763,60.8946,129.7315,3,5,5
524,4872.0,B-1,Plover Fm,72.7439,15.9124,13.4841,21.4468,2.6763,65.5716,104.1606,2,2,3
525,4872.5,B-1,Plover Fm,102.9376,27.0316,21.2991,22.8636,2.6656,71.9056,125.2393,2,5,5
526,4873.0,B-1,Plover Fm,89.478,13.8212,13.3281,25.469,2.5929,70.2085,132.1979,1,2,2
527,4873.5,B-1,Plover Fm,113.3175,10.0812,10.4444,22.5145,2.7478,68.8043,125.9322,2,2,2
528,4874.0,B-1,Plover Fm,95.67200000000001,10.7971,11.1769,22.8547,2.6999,73.072,131.8867,3,5,5
529,4874.5,B-1,Plover Fm,90.9896,8.0459,8.262,14.1972,2.6792,66.8658,129.6185,3,5,5
530,4875.0,B-1,Plover Fm,48.6656,11.0289,11.1855,15.2795,2.6935,62.2184,118.5443,3,5,5
531,4875.5,B-1,Plover Fm,52.2439,19.4572,19.2054,13.1005,2.7221,61.0187,103.7346,4,2,2
532,4876.0,B-1,Plover Fm,83.2463,10.3363,12.6977,31.0342,2.8209,75.6843,123.7394,2,2,2
533,4876.5,B-1,Plover Fm,80.649,14.9575,16.2108,29.4565,2.8538,70.4675,140.5659,2,2,2
534,4877.0,B-1,Plover Fm,62.7556,16.4075,15.4825,33.7928,2.6641,64.9708,125.0995,3,5,5
535,4877.5,B-1,Plover Fm,62.5059,13.2941,13.623,32.7551,2.695,63.3421,118.2429,3,5,5
536,4878.0,B-1,Plover Fm,100.6083,20.851999999999997,23.5517,31.3371,2.7223,66.6121,120.9068,2,2,2
537,4878.5,B-1,Plover Fm,90.1479,9.9775,10.6031,31.2414,2.6916,71.3291,133.5071,2,5,5
538,4879.0,B-1,Plover Fm,88.5405,10.295,10.6673,31.816,2.6839999999999997,69.9384,135.637,2,2,5
539,4879.5,B-1,Plover Fm,91.0299,10.1634,10.552,30.4116,2.7133,68.8234,129.332,2,2,5
540,4880.0,B-1,Plover Fm,100.9034,11.7138,11.8934,20.4786,2.6956,67.9227,123.84200000000001,4,2,5
541,4880.5,B-1,Plover Fm,109.0123,11.4185,11.2202,25.9294,2.6984,70.5601,128.0252,2,2,2
542,4881.0,B-1,Plover Fm,55.6045,10.7974,8.8212,32.2015,2.6608,72.9513,133.4537,3,5,5
543,4881.5,B-1,Plover Fm,102.5873,22.6933,18.1213,32.1683,2.7028,61.1241,114.0907,2,2,2
544,4882.0,B-1,Plover Fm,95.4128,18.625,18.2524,32.0053,2.69,68.3364,121.2097,2,2,3
545,4882.5,B-1,Plover Fm,104.3607,9.735,10.0433,32.7211,2.7032,71.0119,139.6104,2,2,2
546,4883.0,B-1,Plover Fm,105.3913,9.3206,9.2569,30.7195,2.7229,72.3171,135.1701,1,5,2
547,4883.5,B-1,Plover Fm,114.0366,8.8377,8.8529,20.8049,2.7129,72.1014,139.756,1,2,5
548,4884.0,B-1,Plover Fm,121.0474,8.1004,7.1721,13.6683,2.63,74.3003,151.3213,3,5,5
549,4884.5,B-1,Plover Fm,115.0935,8.2789,7.8469,11.479000000000001,2.5251,74.4229,146.9282,4,2,5
550,4885.0,B-1,Plover Fm,93.102,10.4664,10.7097,16.2037,2.7347,70.2177,129.7978,4,2,2
551,4885.5,B-1,Plover Fm,89.6274,24.0284,26.4413,22.9893,2.7482,64.9476,111.416,2,2,2
552,4886.0,B-1,Plover Fm,65.2992,32.6165,38.7056,18.6453,2.6301,57.0334,98.3864,3,5,5
553,4886.5,B-1,Plover Fm,93.2554,50.2522,54.4677,12.0091,2.3745,61.762,100.9606,1,2,2
554,4887.0,B-1,Plover Fm,95.5966,25.2908,29.5373,13.5126,2.4024,67.295,109.0502,1,2,2
555,4887.5,B-1,Plover Fm,101.6644,20.0016,24.8726,22.1494,2.6656,64.8735,114.9846,2,5,5
556,4888.0,B-1,Plover Fm,64.3054,22.1476,24.8829,24.7801,2.7013,62.6251,112.4071,2,2,5
557,4888.5,B-1,Plover Fm,69.9995,39.3814,46.8592,30.0118,2.7148,58.00899999999999,104.40100000000001,3,2,5
558,4889.0,B-1,Plover Fm,89.824,62.9618,93.0919,25.4297,2.6721,66.0894,99.6122,3,2,2
559,4889.5,B-1,Plover Fm,126.6042,21.6342,21.4851,20.2759,2.6721,62.3754,104.706,4,1,1
560,4890.0,B-1,Plover Fm,106.0518,19.0563,20.3487,21.4848,2.702,70.1693,113.7804,2,2,2
561,4890.5,B-1,Plover Fm,110.1834,11.1736,11.8752,28.4779,2.6822,65.8585,120.852,2,5,2
562,4891.0,B-1,Plover Fm,91.3698,14.4573,16.4377,25.6897,2.7033,71.1268,132.5349,2,2,2
563,4891.5,B-1,Plover Fm,122.1166,22.498,24.2943,24.678,2.6489,64.2025,118.0094,3,2,2
564,4892.0,B-1,Plover Fm,107.86200000000001,12.0904,12.4087,26.4233,2.6645,71.7607,131.3681,2,2,5
565,4892.5,B-1,Plover Fm,111.633,13.3648,13.1742,29.0273,2.7021,69.1234,127.289,2,2,2
566,4893.0,B-1,Plover Fm,102.9156,14.0655,13.6944,30.6207,2.7225,67.3548,120.1159,2,2,2
567,4893.5,B-1,Plover Fm,103.7867,13.9252,14.99,31.0504,2.6708,67.0162,121.79,2,2,2
568,4894.0,B-1,Plover Fm,117.1765,13.9231,14.5431,34.2696,2.6572,67.9044,121.4245,2,2,2
569,4894.5,B-1,Plover Fm,112.4281,11.7034,11.5828,30.7344,2.6358,70.1122,130.8042,2,2,4
570,4895.0,B-1,Plover Fm,124.4232,9.693999999999999,9.8988,33.6052,2.589,72.4193,133.3099,2,2,4
571,4895.5,B-1,Plover Fm,133.3387,9.7427,9.3786,31.2653,2.6373,74.3165,137.2817,2,2,2
572,4896.0,B-1,Plover Fm,102.2054,10.1682,9.2584,30.5491,2.6238,71.8645,137.1805,2,5,2
573,4896.5,B-1,Plover Fm,114.4653,8.4476,9.7009,28.7157,2.8726,72.0427,137.3257,2,2,2
574,4897.0,B-1,Plover Fm,118.6567,11.8028,12.1896,28.8817,2.7268,76.0636,141.2523,1,2,2
575,4897.5,B-1,Plover Fm,80.6312,12.0924,12.8025,28.3849,2.6381,73.2515,139.8278,1,5,5
576,4898.0,B-1,Plover Fm,81.6122,8.4066,9.4003,31.4368,2.6115,69.1591,125.7793,2,5,3
577,4898.5,B-1,Plover Fm,100.521,13.3056,12.1152,31.0627,2.6335,65.9945,122.853,2,1,2
578,4899.0,B-1,Plover Fm,92.0455,13.9922,15.0492,29.4135,2.6828,70.63600000000002,121.4087,2,2,2
579,4899.5,B-1,Plover Fm,90.5441,13.7477,14.8953,28.0853,2.6945,72.2388,130.3805,2,5,5
580,4900.0,B-1,Plover Fm,100.6499,14.2374,14.8825,32.4643,2.616,71.7285,130.5181,2,2,2
581,4900.5,B-1,Plover Fm,103.8835,15.5891,16.572,31.7157,2.6863,71.1256,129.6813,2,2,2
582,4901.0,B-1,Plover Fm,100.3136,15.0595,15.7333,32.116,2.6746,68.8058,125.3939,2,2,3
583,4901.5,B-1,Plover Fm,103.3524,13.1162,14.0755,35.169000000000004,2.7497,67.2121,127.1053,2,2,2
584,4902.0,B-1,Plover Fm,108.6493,13.6726,14.5584,36.6508,2.8535,72.7822,130.1724,2,2,2
585,4902.5,B-1,Plover Fm,105.10799999999999,11.715,12.1459,36.4197,2.7582,68.9763,131.1029,2,2,2
586,4903.0,B-1,Plover Fm,89.824,13.7891,14.7315,37.9584,2.6732,69.9102,134.2162,2,2,2
587,4903.5,B-1,Plover Fm,85.8208,16.7738,18.1628,33.8666,2.6356,66.0562,128.1513,2,2,4
588,4904.0,B-1,Plover Fm,92.93799999999999,12.880999999999998,13.6678,13.4163,2.5754,65.3819,131.0444,2,2,2
589,4904.5,B-1,Plover Fm,119.48,16.5077,16.6908,10.2526,2.5309,63.8598,130.971,1,2,2
590,4905.0,B-1,Plover Fm,56.7622,19.3866,21.3203,11.0296,2.5506,70.6156,125.5818,4,0,0
591,4905.5,B-1,Plover Fm,52.7516,73.5465,76.426,11.7364,2.5654,67.4702,111.7882,4,2,4
592,4906.0,B-1,Plover Fm,45.3489,393.5958,236.7476,11.4314,2.5515,61.0286,97.2486,4,2,4
593,4906.5,B-1,Plover Fm,54.5045,160.0472,121.5889,11.9372,2.562,61.7526,91.0617,4,1,1
594,4907.0,B-1,Plover Fm,49.51600000000001,140.4513,218.9912,11.3437,2.5868,62.2174,93.5018,4,2,2
595,4907.5,B-1,Plover Fm,63.0658,148.4164,332.5061,11.8747,2.5601,61.7757,96.8072,4,2,4
596,4908.0,B-1,Plover Fm,59.272,154.2492,401.2833,13.6522,2.5628,61.7985,95.1164,4,2,4
597,4908.5,B-1,Plover Fm,44.6557,92.3715,187.7182,13.1973,2.552,60.7718,94.1115,4,2,4
598,4909.0,B-1,Plover Fm,71.6408,100.7505,191.5685,13.0724,2.5514,61.6649,93.6445,4,2,4
599,4909.5,B-1,Plover Fm,51.7947,118.196,184.3081,18.166,2.6319999999999997,59.0092,94.5233,4,2,5
600,4910.0,B-1,Plover Fm,74.8086,165.1614,159.734,16.4376,2.5355,63.995,94.5584,4,2,4
601,4910.5,B-1,Plover Fm,94.54700000000001,71.3758,86.4078,8.1141,2.286,63.8082,96.3312,2,2,2
602,4911.0,B-1,Plover Fm,86.9388,21.7418,27.1613,7.3498,2.3104,62.6902,114.7009,1,2,2
603,4911.5,B-1,Plover Fm,30.09,19.0068,18.9815,9.2149,2.3481,67.3035,106.4946,2,2,4
604,4912.0,B-1,Plover Fm,40.495,241.8786,352.1013,12.1519,2.3802,68.8529,100.7036,4,2,4
605,4912.5,B-1,Plover Fm,32.5977,673.9691,681.0472,13.1286,2.3961,73.0377,107.0941,4,2,4
606,4913.0,B-1,Plover Fm,81.697,149.8604,191.4553,12.6672,2.5351,71.3099,105.5423,4,1,1
607,4913.5,B-1,Plover Fm,50.2149,159.4381,64.1662,6.8956,2.3632,69.6732,106.5199,4,2,2
608,4914.0,B-1,Plover Fm,29.5777,10.8875,11.040999999999999,7.5429,2.4002,68.2155,104.1459,1,2,2
609,4914.5,B-1,Plover Fm,24.4396,18.4146,20.4019,8.6559,2.4409,68.3336,106.2596,2,2,4
610,4915.0,B-1,Plover Fm,41.093,71.6739,65.6155,10.8899,2.4583,72.5246,104.2953,4,2,2
611,4915.5,B-1,Plover Fm,64.8261,35.7348,53.4927,11.1088,2.5072,68.1411,102.7145,4,2,2
612,4916.0,B-1,Plover Fm,71.1852,18.8158,53.5963,6.8804,2.364,66.5749,100.8912,1,2,2
613,4916.5,B-1,Plover Fm,13.315,4.0512,7.3646,4.9876,2.2952,68.3216,104.056,4,2,2
614,4917.0,B-1,Plover Fm,12.5694,5.2121,7.0459,5.7611,2.3565,69.3441,105.4199,2,2,2
615,4917.5,B-1,Plover Fm,19.8213,55.3625,57.8775,6.5147,2.334,69.4249,105.6372,4,2,2
616,4918.0,B-1,Plover Fm,27.6922,60.4811,103.5068,6.742000000000001,2.3341,70.2638,105.38600000000001,4,2,2
617,4918.5,B-1,Plover Fm,27.29,130.5913,332.2637,6.7916,2.3432,71.5774,107.1185,4,2,2
618,4919.0,B-1,Plover Fm,33.0054,308.6051,976.4728,9.3977,2.4395,72.1522,107.3088,4,2,4
619,4919.5,B-1,Plover Fm,40.8972,231.7367,321.647,10.6207,2.478,69.464,106.5841,4,2,2
620,4920.0,B-1,Plover Fm,50.2848,55.0091,49.4322,11.1808,2.4707,69.5293,103.1171,4,2,2
621,4920.5,B-1,Plover Fm,66.1257,40.5575,27.357,10.2928,2.5591,66.6181,99.414,2,2,2
622,4921.0,B-1,Plover Fm,79.6688,178.9321,117.6227,11.3924,2.4463,66.434,95.8515,4,2,2
623,4921.5,B-1,Plover Fm,49.3653,82.2705,48.3572,11.502,2.4618,62.9515,90.9543,4,2,4
624,4922.0,B-1,Plover Fm,52.1093,43.0078,17.9009,8.9194,2.536,65.9366,101.3736,2,2,2
625,4922.5,B-1,Plover Fm,63.6856,93.4418,15.0776,10.2885,2.595,60.2973,93.1361,2,2,2
626,4923.0,B-1,Plover Fm,37.1626,1.7868,1.9695,9.915,2.5335,62.7521,99.7439,1,2,4
627,4923.5,B-1,Plover Fm,63.0844,6.3325,6.3816,10.9162,2.5097,66.0835,95.8341,2,2,2
628,4924.0,B-1,Plover Fm,63.0844,17.8408,27.9804,13.4173,2.3947,66.8346,96.9273,2,2,2
629,4924.5,B-1,Plover Fm,140.7753,87.0449,89.6152,14.265,2.3858,71.1769,104.4667,4,2,2
630,4925.0,B-1,Plover Fm,90.4826,48.1219,38.0376,13.8362,2.3707,71.2783,108.2774,1,2,2
631,4925.5,B-1,Plover Fm,84.2341,32.9538,73.1526,14.5695,2.3961,71.4564,109.2739,4,2,2
632,4926.0,B-1,Plover Fm,86.4772,51.1835,273.6782,12.679,2.3949,70.1766,105.3891,4,2,2
633,4926.5,B-1,Plover Fm,58.7075,16.337,59.6547,12.4426,2.4663,69.9296,105.3977,4,2,2
634,4927.0,B-1,Plover Fm,17.826,1.6406,5.3313,9.376,2.5979,66.645,104.8823,2,2,2
635,4927.5,B-1,Plover Fm,12.868,4.4962,9.232000000000001,4.747,2.3369999999999997,67.145,101.0842,2,2,2
636,4928.0,B-1,Plover Fm,18.4189,106.0576,672.936,4.5339,2.3564,68.9336,103.2429,4,2,2
637,4928.5,B-1,Plover Fm,32.1103,23.09,34.8424,6.25,2.4146,67.7867,99.7565,1,2,2
638,4929.0,B-1,Plover Fm,30.671,22.5302,21.6149,9.2719,2.4493,67.8065,100.0262,2,2,4
639,4929.5,B-1,Plover Fm,32.3074,39.177,21.2542,10.1461,2.3595,67.3214,102.8948,2,2,4
640,4930.0,B-1,Plover Fm,41.1199,58.0522,24.8865,10.0037,2.3615,67.4735,101.538,2,2,4
641,4930.5,B-1,Plover Fm,66.2074,4.4479,4.0049,10.0456,2.3863,67.2009,98.4221,2,2,2
642,4931.0,B-1,Plover Fm,68.94,5.4474,5.7589999999999995,9.1138,2.379,67.2639,100.7334,1,2,2
643,4931.5,B-1,Plover Fm,61.6597,18.6997,67.0049,7.8304,2.3428,69.3911,104.3079,1,2,2
644,4932.0,B-1,Plover Fm,81.7611,68.7198,125.51,7.5102,2.3448,70.5037,103.795,1,2,2
645,4932.5,B-1,Plover Fm,40.8693,43.8982,57.8406,11.0484,2.3933,70.4281,106.7395,4,2,4
646,4933.0,B-1,Plover Fm,66.5412,63.4947,70.1986,9.3786,2.3826,68.7373,107.6929,4,2,2
647,4933.5,B-1,Plover Fm,92.5388,65.3413,64.4274,12.405999999999999,2.4496,69.8428,105.0563,4,2,2
648,4934.0,B-1,Plover Fm,103.255,89.9409,183.8383,14.6966,2.4506,71.4634,108.6364,4,2,2
649,4934.5,B-1,Plover Fm,120.2652,44.8789,71.0407,9.3051,2.3284,71.0387,107.6275,1,2,2
650,4935.0,B-1,Plover Fm,88.2492,11.0963,34.2346,11.2117,2.3204,69.7539,109.0888,1,2,2
651,4935.5,B-1,Plover Fm,125.3085,6.9047,27.9752,14.0218,2.3665,70.3736,109.7402,1,2,2
652,4936.0,B-1,Plover Fm,142.81799999999996,21.8446,43.556000000000004,16.500999999999998,2.3691,72.0065,107.3471,1,2,2
653,4936.5,B-1,Plover Fm,142.81799999999996,335.9948,1950.0,16.1375,2.3852,70.818,108.9493,4,2,2
654,4937.0,B-1,Plover Fm,142.81799999999996,86.6555,477.5755,14.3868,2.4219,70.0526,108.5795,4,2,2
655,4937.5,B-1,Plover Fm,100.3878,135.6326,417.0805,9.9208,2.3716,69.7669,107.6559,4,2,2
656,4938.0,B-1,Plover Fm,74.7928,222.8093,255.9296,10.5966,2.4018,68.7367,107.8475,4,2,2
657,4938.5,B-1,Plover Fm,55.45399999999999,118.7437,93.3016,12.109000000000002,2.3619,68.814,105.9588,4,2,2
658,4939.0,B-1,Plover Fm,94.1321,103.6073,124.0431,12.9331,2.3549,68.2897,103.2786,4,2,2
659,4939.5,B-1,Plover Fm,94.4925,92.5337,1060.3994,13.5489,2.3483,71.0256,107.3434,4,2,2
660,4940.0,B-1,Plover Fm,98.4217,54.5171,88.6552,14.7173,2.3532,71.2557,108.8074,4,2,2
661,4940.5,B-1,Plover Fm,96.7907,99.0638,322.2147,15.6921,2.3905,70.9387,109.4338,4,2,2
662,4941.0,B-1,Plover Fm,95.7495,197.2812,1273.6603,15.2042,2.376,71.2456,108.0456,4,2,2
663,4941.5,B-1,Plover Fm,69.4976,256.1535,1483.8479,14.6641,2.3563,70.8932,106.7846,4,2,2
664,4942.0,B-1,Plover Fm,59.0853,338.9384,655.5714,14.981,2.3982,70.5534,106.0803,4,2,2
665,4942.5,B-1,Plover Fm,67.0909,298.1248,358.0564,13.5751,2.4626,71.9911,107.3829,4,1,1
666,4943.0,B-1,Plover Fm,49.0239,214.5999,100.9308,12.5208,2.5013,71.5478,107.7547,4,2,4
667,4943.5,B-1,Plover Fm,55.6015,23.9507,21.5811,12.2102,2.5124,66.2105,100.4679,2,2,2
668,4944.0,B-1,Plover Fm,79.8209,34.9982,29.4786,12.8463,2.5059,66.5763,101.3247,2,2,2
669,4944.5,B-1,Plover Fm,84.4845,64.5938,37.6805,12.6104,2.4107,66.017,96.4697,2,2,2
670,4945.0,B-1,Plover Fm,88.7981,53.2256,36.4922,11.9852,2.4192,64.7693,98.9402,2,2,2
671,4945.5,B-1,Plover Fm,83.9597,52.2554,49.3556,11.2274,2.3874,69.2532,105.1472,1,2,2
672,4946.0,B-1,Plover Fm,83.7056,112.5567,165.3716,9.8949,2.3236,65.4432,105.3615,4,2,2
673,4946.5,B-1,Plover Fm,85.2293,169.149,363.3534,9.8151,2.3045,69.0225,102.9496,4,2,2
674,4947.0,B-1,Plover Fm,38.4225,128.4434,255.9793,8.9071,2.2986,68.8592,105.4681,4,2,4
675,4947.5,B-1,Plover Fm,62.8449,182.5277,381.4591,12.6621,2.3887,72.6107,106.4094,4,2,2
676,4948.0,B-1,Plover Fm,46.5098,39.0902,53.0799,12.9515,2.4618,71.6167,110.7361,4,2,4
677,4948.5,B-1,Plover Fm,23.624000000000002,4.4197,6.045,6.778,2.3097,69.0081,106.9729,2,2,2
678,4949.0,B-1,Plover Fm,21.9312,94.5707,221.0402,5.6745,2.3080000000000003,70.5742,105.2954,4,2,2
679,4949.5,B-1,Plover Fm,16.724,332.5543,1172.3494,6.297999999999999,2.3511,70.2023,104.1058,4,2,2
680,4950.0,B-1,Plover Fm,10.0526,1389.2205,235.8992,4.7447,2.3131,68.8758,103.354,4,2,2
681,4950.5,B-1,Plover Fm,12.6156,125.353,29.2027,4.3804,2.3253,68.3774,103.2349,4,2,2
682,4951.0,B-1,Plover Fm,25.8106,6.7102,4.5369,5.9701,2.4352,67.5059,103.6497,1,2,2
683,4951.5,B-1,Plover Fm,18.878,1.5096,1.3564,5.2691,2.3477,63.5588,101.757,1,2,2
684,4952.0,B-1,Plover Fm,24.326,3.8858,3.3539999999999996,4.9766,2.323,70.0196,101.3276,1,2,2
685,4952.5,B-1,Plover Fm,30.1685,40.88800000000001,43.4813,5.1292,2.3554,68.9032,101.8405,4,2,2
686,4953.0,B-1,Plover Fm,23.4742,144.0928,1950.0,5.0073,2.3342,69.2919,99.9073,4,2,2
687,4953.5,B-1,Plover Fm,25.8371,93.3169,77.3775,4.9416,2.3726,67.7747,101.3031,4,2,2
688,4954.0,B-1,Plover Fm,35.844,27.3509,39.8165,4.9103,2.3792,65.0381,100.7565,1,2,2
689,4954.5,B-1,Plover Fm,39.4048,1.6413,1.7876,7.8593,2.4969,62.9274,96.3947,1,2,4
690,4955.0,B-1,Plover Fm,25.8915,5.1516,5.9982,5.8011,2.3755,65.5337,96.1358,1,2,2
691,4955.5,B-1,Plover Fm,29.54,63.3936,34.1007,4.7374,2.3652,65.8664,103.8373,1,2,2
692,4956.0,B-1,Plover Fm,30.8576,5.5135,8.387,6.1739999999999995,2.53,64.3993,104.0614,1,2,2
693,4956.5,B-1,Plover Fm,30.8279,1.2118,1.3734,6.8558,2.3888,66.9077,99.3332,1,2,2
694,4957.0,B-1,Plover Fm,49.2627,23.221999999999998,23.2921,9.165,2.4922,64.0303,96.604,1,2,2
695,4957.5,B-1,Plover Fm,48.518,3.8161,4.0907,9.5018,2.4956,61.0252,98.7097,2,2,4
696,4958.0,B-1,Plover Fm,47.7498,29.2656,28.2756,7.6682,2.5485,66.0665,93.6786,2,2,2
697,4958.5,B-1,Plover Fm,29.4348,5.4668,5.8332,6.0293,2.4357,65.3734,96.1343,1,2,2
698,4959.0,B-1,Plover Fm,33.3111,17.3809,19.9157,6.1116,2.4422,65.5302,96.1823,1,2,2
699,4959.5,B-1,Plover Fm,24.7382,7.2521,19.8773,5.4666,2.3894,63.75100000000001,98.1032,1,2,2
700,4960.0,B-1,Plover Fm,37.6966,4.1785,13.7096,6.6563,2.3904,66.8084,97.5143,1,2,2
701,4960.5,B-1,Plover Fm,42.3552,32.6518,264.5965,6.9546,2.3747,68.3099,101.4022,4,2,2
702,4961.0,B-1,Plover Fm,32.8271,92.7716,181.5318,5.6809,2.376,70.7305,105.3638,4,2,2
703,4961.5,B-1,Plover Fm,44.992,38.3898,60.0507,5.4837,2.3249,63.9968,102.7354,1,2,2
704,4962.0,B-1,Plover Fm,50.4223,120.2991,222.074,6.6558,2.3524,69.9568,103.42299999999999,4,2,2
705,4962.5,B-1,Plover Fm,57.8985,302.843,1210.3141,7.3251,2.3171,67.1039,106.7234,4,2,2
706,4963.0,B-1,Plover Fm,72.827,257.1455,597.3376,9.3049,2.3917,69.9709,104.5956,4,2,2
707,4963.5,B-1,Plover Fm,88.9406,156.9261,304.9106,11.1018,2.372,67.9228,106.6095,4,2,2
708,4964.0,B-1,Plover Fm,80.7002,113.2446,118.7295,13.604000000000001,2.4308,68.072,106.5151,4,2,2
709,4964.5,B-1,Plover Fm,48.7881,33.3214,33.7071,12.064,2.43,66.9297,106.3258,4,2,4
710,4965.0,B-1,Plover Fm,32.9469,32.576,34.7828,7.445,2.3168,68.3886,104.3118,4,2,2
711,4965.5,B-1,Plover Fm,53.7212,131.0267,130.5423,7.1624,2.3056,69.7915,107.0001,4,2,2
