Depth,Well,Formation,GR,NPHI,RHOB,DTCO,DTSM,Environment
4968.5,P-2,Plover Fm,75.8968,18.0022,2.6974,62.7204,106.1493,3
4969,P-2,Plover Fm,74.6567,16.1272,2.687,64.64,111.972,3
4969.5,P-2,Plover Fm,86.3033,19.8937,2.6555,64.8722,115.4962,3
4970,P-2,Plover Fm,114.3887,21.2147,2.6718,72.5834,124.6395,3
4970.5,P-2,Plover Fm,87.4048,27.8831,2.6265,69.3693,120.1557,3
4971,P-2,Plover Fm,82.3895,23.2368,2.6656,64.0151,113.6342,3
4971.5,P-2,Plover Fm,97.5999,21.4561,2.66,70.3296,120.6019,3
4972,P-2,Plover Fm,82.8982,23.7808,2.6503,64.617,111.7552,3
4972.5,P-2,Plover Fm,79.4088,19.1881,2.6314,64.3022,111.0279,3
4973,P-2,Plover Fm,89.1438,18.6693,2.6996,66.2048,111.971,3
4973.5,P-2,Plover Fm,85.7094,20.8163,2.6484,64.9013,112.0457,3
4974,P-2,Plover Fm,89.0536,20.1884,2.6639,66.4748,112.0466,3
4974.5,P-2,Plover Fm,81.482,20.1473,2.6488,64.7798,111.2579,3
4975,P-2,Plover Fm,74.337,18.7074,2.6879,62.8423,105.2307,3
4975.5,P-2,Plover Fm,77.9263,17.1482,2.6374,64.6401,110.845,3
4976,P-2,Plover Fm,73.9061,18.5865,2.7075,62.5152,105.4629,3
4976.5,P-2,Plover Fm,69.886,16.5476,2.663,63.1143,105.0196,3
4977,P-2,Plover Fm,80.3367,16.1706,2.6423,64.701,111.9541,3
4977.5,P-2,Plover Fm,74.0626,18.8355,2.6762,64.2186,107.0173,3
4978,P-2,Plover Fm,75.1355,18.6062,2.6545,62.4497,107.2208,3
4978.5,P-2,Plover Fm,87.9708,16.7566,2.6928,66.8514,112.4415,3
4979,P-2,Plover Fm,85.112,20.1727,2.6489,64.5607,111.2918,3
4979.5,P-2,Plover Fm,79.6818,18.804,2.6638,64.5026,111.0714,3
4980,P-2,Plover Fm,94.816,18.6674,2.6822,66.6139,115.2794,3
4980.5,P-2,Plover Fm,90.2863,20.1873,2.6748,67.1486,114.4416,3
4981,P-2,Plover Fm,83.6961,20.8167,2.6554,65.7266,112.7336,3
4981.5,P-2,Plover Fm,65.3917,19.4528,2.644,63.2656,106.6326,3
4982,P-2,Plover Fm,63.193,14.6653,2.6462,59.4901,104.1188,3
4982.5,P-2,Plover Fm,72.4215,12.8101,2.6975,61.1,103.9904,3
4983,P-2,Plover Fm,90.1608,14.2695,2.6773,66.474,112.0199,3
4983.5,P-2,Plover Fm,84.1332,20.086,2.6623,65.1421,111.8845,3
4984,P-2,Plover Fm,97.516,20.2966,2.6447,65.9141,114.7651,3
4984.5,P-2,Plover Fm,114.0912,24.4034,2.665,72.9499,126.2916,3
4985,P-2,Plover Fm,100.3878,27.3166,2.6263,70.6496,121.2947,3
4985.5,P-2,Plover Fm,83.9154,26.1753,2.6536,64.8091,111.8135,3
4986,P-2,Plover Fm,77.3395,18.7049,2.6679,64.4177,106.3955,3
4986.5,P-2,Plover Fm,67.7592,16.5915,2.6582,61.4891,104.8526,3
4987,P-2,Plover Fm,79.654,16.0361,2.6862,65.4164,111.3852,3
4987.5,P-2,Plover Fm,93.5277,17.4072,2.6768,67.4688,115.0054,3
4988,P-2,Plover Fm,91.7764,22.5349,2.6546,68.762,120.3418,3
4988.5,P-2,Plover Fm,99.4421,25.4452,2.6687,68.9259,117.3577,3
4989,P-2,Plover Fm,89.1627,23.7998,2.6701,67.8853,114.4697,3
4989.5,P-2,Plover Fm,81.2428,22.4497,2.6594,65.855,112.2256,3
4990,P-2,Plover Fm,98.755,20.091,2.6635,68.5432,114.4554,3
4990.5,P-2,Plover Fm,89.5705,22.2544,2.6336,66.3602,110.6662,3
4991,P-2,Plover Fm,72.257,19.628,2.6496,61.509,104.2343,3
4991.5,P-2,Plover Fm,82.2308,17.1404,2.6715,64.5236,105.7526,3
4992,P-2,Plover Fm,69.4947,16.7931,2.635,62.36,104.8018,3
4992.5,P-2,Plover Fm,59.9102,15.2542,2.6572,61.4044,103.7707,3
4993,P-2,Plover Fm,68.7472,14.0822,2.6824,63.2979,104.2352,3
4993.5,P-2,Plover Fm,60.7908,15.5613,2.684,60.0298,103.7334,3
4994,P-2,Plover Fm,59.8838,13.3453,2.6539,61.109,103.5228,3
4994.5,P-2,Plover Fm,59.5601,13.5143,2.674,60.3902,104.174,3
4995,P-2,Plover Fm,71.2387,13.1774,2.6929,64.292,104.9489,3
4995.5,P-2,Plover Fm,64.3981,15.7705,2.6561,62.6422,104.9262,3
4996,P-2,Plover Fm,69.2615,14.7885,2.6829,63.2383,105.2367,3
4996.5,P-2,Plover Fm,68.9612,15.9981,2.6666,64.2966,105.9789,3
4997,P-2,Plover Fm,65.4123,15.9115,2.6939,61.7952,104.0426,3
4997.5,P-2,Plover Fm,76.1378,16.3231,2.6648,64.5005,105.4744,3
4998,P-2,Plover Fm,65.7156,15.4108,2.6455,62.4498,105.9907,3
4998.5,P-2,Plover Fm,72.8834,16.656,2.663,64.7341,109.3357,3
4999,P-2,Plover Fm,59.2312,17.2203,2.6813,62.3105,106.3548,3
4999.5,P-2,Plover Fm,70.8541,15.9044,2.6794,64.3364,111.8093,3
5000,P-2,Plover Fm,72.1481,16.5074,2.6817,64.6779,112.0627,3
5000.5,P-2,Plover Fm,80.8769,17.728,2.6889,65.9699,114.6826,3
5001,P-2,Plover Fm,85.029,18.0767,2.6845,66.6644,113.1542,3
5001.5,P-2,Plover Fm,67.6957,21.6959,2.6697,62.4898,107.0716,3
5002,P-2,Plover Fm,84.5609,17.6684,2.6845,65.5706,112.1986,3
5002.5,P-2,Plover Fm,77.1527,17.3457,2.6765,65.2129,113.189,3
5003,P-2,Plover Fm,78.6549,19.7086,2.6769,66.3119,113.6795,3
5003.5,P-2,Plover Fm,74.0579,19.9918,2.6737,64.1433,113.7797,3
5004,P-2,Plover Fm,80.1613,20.2095,2.693,66.4004,114.5369,3
5004.5,P-2,Plover Fm,83.9372,21.472,2.675,66.486,114.0046,3
5005,P-2,Plover Fm,79.4837,21.1909,2.6788,64.9192,112.1559,3
5005.5,P-2,Plover Fm,76.5818,19.6823,2.6603,64.5791,112.8373,3
5006,P-2,Plover Fm,91.0313,20.0659,2.6901,66.5183,112.1646,3
5006.5,P-2,Plover Fm,69.3955,19.8198,2.662,61.4485,107.2773,3
5007,P-2,Plover Fm,72.0018,16.7378,2.7417,62.9577,105.4074,3
5007.5,P-2,Plover Fm,73.0774,16.022,2.7009,62.9124,104.3035,3
5008,P-2,Plover Fm,74.6089,15.6805,2.6686,62.604,106.6941,3
5008.5,P-2,Plover Fm,78.9965,16.1588,2.6801,61.3278,112.8098,3
5009,P-2,Plover Fm,86.9182,17.6699,2.6899,68.332,119.7501,3
5009.5,P-2,Plover Fm,90.4603,25.2286,2.7273,68.621,127.6509,3
5010,P-2,Plover Fm,87.1155,26.9951,2.6772,67.3124,124.1584,3
5010.5,P-2,Plover Fm,86.8179,25.747,2.6999,68.331,127.1926,3
5011,P-2,Plover Fm,97.8212,26.4553,2.7058,70.6218,130.928,3
5011.5,P-2,Plover Fm,97.2567,29.1843,2.6529,70.354,127.241,3
5012,P-2,Plover Fm,88.8902,27.5646,2.6644,68.9949,125.496,3
5012.5,P-2,Plover Fm,101.1477,26.6392,2.6949,70.5388,124.6593,3
5013,P-2,Plover Fm,91.6003,26.5218,2.6681,67.1476,120.6534,3
5013.5,P-2,Plover Fm,83.3558,24.2483,2.6791,66.459,120.0755,3
5014,P-2,Plover Fm,92.1015,22.6989,2.7151,68.599,123.1789,3
5014.5,P-2,Plover Fm,86.7706,25.0254,2.6973,68.1935,120.7135,3
5015,P-2,Plover Fm,78.4392,22.2826,2.7248,64.4396,113.6132,3
5015.5,P-2,Plover Fm,83.5603,20.64,2.7064,64.5651,113.4641,3
5016,P-2,Plover Fm,97.3881,21.1276,2.6686,68.4865,119.6716,3
5016.5,P-2,Plover Fm,98.9281,23.7617,2.6429,68.3504,119.9471,3
5017,P-2,Plover Fm,78.8576,23.4023,2.6613,64.9615,115.0568,3
5017.5,P-2,Plover Fm,85.2176,22.7406,2.7071,68.0912,119.2928,3
5018,P-2,Plover Fm,83.0212,24.3525,2.6783,64.4794,112.9867,3
5018.5,P-2,Plover Fm,74.371,19.8697,2.711,64.3366,111.8971,3
5019,P-2,Plover Fm,79.0749,19.568,2.6972,64.4693,112.401,3
5019.5,P-2,Plover Fm,78.457,20.8846,2.7235,65.6324,113.9156,3
5020,P-2,Plover Fm,79.3007,22.0358,2.7278,63.4108,113.8854,3
5020.5,P-2,Plover Fm,83.8302,20.9174,2.7881,65.2482,112.0371,3
5021,P-2,Plover Fm,74.951,18.7652,2.7114,64.3779,106.0242,3
5021.5,P-2,Plover Fm,70.1217,17.0012,2.6565,62.4495,104.9757,3
5022,P-2,Plover Fm,69.3613,16.1908,2.6556,62.4908,104.4219,3
5022.5,P-2,Plover Fm,64.6245,15.5164,2.683,61.2423,102.6646,3
5023,P-2,Plover Fm,68.6781,14.8193,2.6736,62.2771,103.8097,3
5023.5,P-2,Plover Fm,80.998,16.9815,2.6493,64.4114,106.6643,3
5024,P-2,Plover Fm,84.9805,19.502,2.6597,64.4763,111.3879,3
5024.5,P-2,Plover Fm,85.692,19.9738,2.7156,66.8548,112.7209,3
5025,P-2,Plover Fm,71.2565,19.9003,2.6581,63.1476,107.1177,3
5025.5,P-2,Plover Fm,78.7621,19.2048,2.7457,64.4957,105.3979,3
5026,P-2,Plover Fm,77.79,17.2169,2.7238,62.404,103.8627,3
5026.5,P-2,Plover Fm,70.2453,15.8208,2.7294,62.7782,101.7302,3
5027,P-2,Plover Fm,69.9014,13.4799,2.6588,60.6378,98.9427,3
5027.5,P-2,Plover Fm,73.9293,13.6876,2.6748,60.8099,99.489,3
5028,P-2,Plover Fm,69.9614,12.4125,2.6341,61.4409,98.4875,3
5028.5,P-2,Plover Fm,74.9497,12.8987,2.6801,61.5929,101.1276,3
5029,P-2,Plover Fm,71.7528,11.3508,2.6765,60.0805,97.7362,3
5029.5,P-2,Plover Fm,61.2454,11.3624,2.6949,60.3436,98.7283,3
5030,P-2,Plover Fm,62.1871,10.697,2.7199,60.5144,96.7131,3
5030.5,P-2,Plover Fm,58.6495,9.4435,2.6975,62.2828,97.9158,3
5031,P-2,Plover Fm,58.9146,10.4613,2.6556,63.522,101.697,3
5031.5,P-2,Plover Fm,65.3789,10.9456,2.6534,62.801,99.172,3
5032,P-2,Plover Fm,60.4691,10.4401,2.6401,59.3467,88.7228,3
5032.5,P-2,Plover Fm,56.2821,9.7732,2.6144,60.4936,86.6267,3
5033,P-2,Plover Fm,53.0037,8.5342,2.3823,62.339,104.8411,3
5033.5,P-2,Plover Fm,79.0428,8.2232,2.2534,63.4369,109.5851,3
5034,P-2,Plover Fm,96.8312,11.3166,2.683,63.1397,110.5565,3
5034.5,P-2,Plover Fm,92.2911,14.5153,2.7017,63.1853,102.5246,3
5035,P-2,Plover Fm,88.8179,14.2409,2.6982,63.1506,103.0848,3
5035.5,P-2,Plover Fm,94.8357,14.3928,2.6966,60.9417,104.177,3
5036,P-2,Plover Fm,97.6301,14.888,2.7166,63.3063,104.7988,3
5036.5,P-2,Plover Fm,121.5202,20.6201,2.7722,64.4252,106.2231,3
5037,P-2,Plover Fm,102.5217,25.9361,2.8063,62.293,105.1676,3
5037.5,P-2,Plover Fm,105.9848,29.2029,2.8858,60.663,104.2158,3
5038,P-2,Plover Fm,87.2725,30.3912,2.9644,62.2912,102.9983,3
5038.5,P-2,Plover Fm,62.0308,25.1879,2.8333,64.4098,91.5262,4
5039,P-2,Plover Fm,48.6987,18.4033,2.6994,64.493,75.9703,4
5039.5,P-2,Plover Fm,38.5351,15.6494,2.4541,66.3969,97.4472,4
5040,P-2,Plover Fm,50.2627,10.2731,2.392,64.872,106.7808,4
5040.5,P-2,Plover Fm,86.8635,11.3878,2.5064,65.1094,104.0596,4
5041,P-2,Plover Fm,73.0252,13.7297,2.4477,68.3921,122.0023,4
5041.5,P-2,Plover Fm,59.478,13.054,2.6392,68.5016,112.012,4
5042,P-2,Plover Fm,71.8307,14.653,2.5819,66.5329,104.1066,4
5042.5,P-2,Plover Fm,74.5741,18.4708,2.6474,62.6044,94.2634,4
5043,P-2,Plover Fm,57.7468,18.909,2.5111,64.7351,97.3821,4
5043.5,P-2,Plover Fm,51.7624,14.6061,2.5727,65.483,99.3988,4
5044,P-2,Plover Fm,44.6255,12.2673,2.5478,68.2484,98.5783,4
5044.5,P-2,Plover Fm,50.0367,11.5867,2.5641,65.4218,99.2249,4
5045,P-2,Plover Fm,50.8411,10.9925,2.5048,61.644,96.142,4
5045.5,P-2,Plover Fm,51.3322,8.9462,2.5626,63.5207,97.623,4
5046,P-2,Plover Fm,48.5046,7.6388,2.6128,66.7008,98.1615,4
5046.5,P-2,Plover Fm,53.4657,7.8595,2.4954,61.2462,98.3066,4
5047,P-2,Plover Fm,66.7361,9.2683,2.6294,65.3311,98.0781,2
5047.5,P-2,Plover Fm,51.7644,8.4579,2.5558,67.2489,99.0988,2
5048,P-2,Plover Fm,57.2372,8.3794,2.5365,66.2316,98.8339,2
5048.5,P-2,Plover Fm,53.2759,8.4361,2.608,66.5862,101.5455,2
5049,P-2,Plover Fm,51.5845,9.69,2.5822,59.207,95.6612,2
5049.5,P-2,Plover Fm,65.107,8.1119,2.5703,64.3225,96.3556,2
5050,P-2,Plover Fm,45.0029,7.2167,2.5815,67.1335,97.1982,2
5050.5,P-2,Plover Fm,44.5652,8.4938,2.5006,58.4527,92.053,2
5051,P-2,Plover Fm,52.1628,9.1674,2.57,59.5087,93.4876,2
5051.5,P-2,Plover Fm,62.3521,6.4321,2.5297,59.3251,92.0784,2
5052,P-2,Plover Fm,50.867,7.1203,2.5393,62.4368,91.4526,2
5052.5,P-2,Plover Fm,46.7882,7.0346,2.4197,60.478,93.6702,2
5053,P-2,Plover Fm,64.4522,7.5404,2.5951,63.7213,95.7119,2
5053.5,P-2,Plover Fm,51.1007,10.6187,2.4553,62.6998,95.9841,2
5054,P-2,Plover Fm,67.6674,8.3536,2.5989,62.3846,96.8756,2
5054.5,P-2,Plover Fm,43.1062,8.484,2.5152,65.5632,94.4992,2
5055,P-2,Plover Fm,37.7218,8.2257,2.5542,53.1449,90.031,2
5055.5,P-2,Plover Fm,64.9227,6.0655,2.2965,65.1176,95.1014,2
5056,P-2,Plover Fm,53.1935,7.5358,2.2338,66.9289,96.8907,2
5056.5,P-2,Plover Fm,44.6188,12.0482,2.4568,66.4497,98.0046,2
5057,P-2,Plover Fm,52.0426,11.9622,2.4818,64.3977,97.1889,2
5057.5,P-2,Plover Fm,70.7319,10.3725,2.4787,65.0888,98.0036,2
5058,P-2,Plover Fm,53.0447,10.4648,2.5609,66.7306,98.4215,2
5058.5,P-2,Plover Fm,50.273,9.1729,2.5558,68.8338,101.3228,2
5059,P-2,Plover Fm,63.3083,10.5221,2.497,62.3337,97.1947,2
5059.5,P-2,Plover Fm,50.6709,8.3311,2.5763,67.5962,103.8175,2
5060,P-2,Plover Fm,52.4298,8.0059,2.6211,64.6329,98.8672,2
5060.5,P-2,Plover Fm,47.8623,6.9873,2.6392,59.326,95.9011,2
5061,P-2,Plover Fm,55.6454,5.9499,2.6119,65.3557,104.0285,2
5061.5,P-2,Plover Fm,54.1017,6.7498,2.5436,68.4709,103.77,2
5062,P-2,Plover Fm,71.6351,8.5601,2.6002,63.4019,102.158,2
5062.5,P-2,Plover Fm,73.2503,10.4321,2.64,65.1908,103.1854,2
5063,P-2,Plover Fm,86.0241,9.8461,2.4985,66.5197,98.4934,2
5063.5,P-2,Plover Fm,92.6928,9.21,2.5081,60.5087,96.3014,2
5064,P-2,Plover Fm,63.2356,10.2289,2.7086,62.3224,96.6706,2
5064.5,P-2,Plover Fm,77.9035,8.5914,2.6652,62.7003,96.9908,2
5065,P-2,Plover Fm,67.9764,9.0845,2.6166,64.8029,96.5471,2
5065.5,P-2,Plover Fm,81.0434,6.9857,2.5923,63.191,96.161,2
5066,P-2,Plover Fm,98.5853,9.1079,2.7165,59.4986,96.6461,2
5066.5,P-2,Plover Fm,64.9171,8.8146,2.6963,61.1101,96.9532,2
5067,P-2,Plover Fm,55.5579,8.2366,2.6452,63.7734,97.6625,2
5067.5,P-2,Plover Fm,83.3454,10.2379,2.4138,66.6375,97.397,2
5068,P-2,Plover Fm,73.9471,10.0382,2.482,64.4736,98.1709,2
5068.5,P-2,Plover Fm,60.8265,11.4963,2.6058,64.5156,98.2098,2
5069,P-2,Plover Fm,56.6379,8.0948,2.526,66.391,98.7108,2
5069.5,P-2,Plover Fm,76.0133,6.9775,2.5349,65.0154,101.8093,2
5070,P-2,Plover Fm,70.8352,7.8585,2.5879,60.2925,95.6477,2
5070.5,P-2,Plover Fm,65.2936,7.4306,2.5659,60.4633,93.1524,2
5071,P-2,Plover Fm,82.7524,7.746,2.4665,63.5915,94.3251,2
5071.5,P-2,Plover Fm,68.3496,8.1291,2.5394,63.815,95.8161,2
5072,P-2,Plover Fm,85.4732,8.6603,2.5916,58.7181,96.6103,2
5072.5,P-2,Plover Fm,75.4395,6.3478,2.5267,62.5508,97.3169,2
5073,P-2,Plover Fm,84.0225,6.8997,2.6432,62.4893,97.5676,2
5073.5,P-2,Plover Fm,66.0765,6.6652,2.6136,60.1963,96.6349,2
5074,P-2,Plover Fm,81.8101,6.5385,2.5396,60.453,96.8949,2
5074.5,P-2,Plover Fm,80.2681,7.8467,2.6589,60.4585,96.9576,2
5075,P-2,Plover Fm,69.5031,7.1081,2.6498,60.4421,97.4674,2
5075.5,P-2,Plover Fm,79.5132,6.9607,2.6475,60.3505,96.7966,2
5076,P-2,Plover Fm,73.7181,6.4109,2.6836,61.6268,100.5655,2
5076.5,P-2,Plover Fm,71.9004,6.8308,2.6653,63.2948,102.9673,2
5077,P-2,Plover Fm,68.9935,7.3605,2.5845,64.5293,102.6248,2
5077.5,P-2,Plover Fm,73.9228,8.316,2.5922,64.4607,102.5086,2
5078,P-2,Plover Fm,85.7721,7.1706,2.6093,63.5064,103.0964,2
5078.5,P-2,Plover Fm,87.7245,7.3546,2.6409,62.467,102.302,2
5079,P-2,Plover Fm,70.9946,8.3745,2.6502,60.7903,101.8449,2
5079.5,P-2,Plover Fm,67.7954,10.6184,2.705,61.3024,98.8864,2
5080,P-2,Plover Fm,69.5288,9.3709,2.6512,61.1445,101.1635,2
5080.5,P-2,Plover Fm,79.4774,8.2833,2.7038,59.0801,90.6225,2
5081,P-2,Plover Fm,76.3328,7.6312,2.6053,62.4558,107.0696,2
5081.5,P-2,Plover Fm,53.7418,11.4949,2.7081,60.8063,103.6591,2
5082,P-2,Plover Fm,47.022,10.9226,2.804,56.1231,94.4233,2
5082.5,P-2,Plover Fm,50.8506,8.0269,2.6669,59.09,79.0504,2
5083,P-2,Plover Fm,69.2211,8.8529,2.536,63.4621,98.2399,2
5083.5,P-2,Plover Fm,79.1792,8.1187,2.5789,64.3209,106.4167,2
5084,P-2,Plover Fm,50.4313,7.7812,2.7004,60.7531,95.1306,2
5084.5,P-2,Plover Fm,64.7727,8.3101,2.5851,66.2644,114.5712,2
5085,P-2,Plover Fm,48.5271,8.9544,2.637,63.2529,97.6491,2
5085.5,P-2,Plover Fm,54.9998,9.775,2.5134,66.6454,105.3381,2
5086,P-2,Plover Fm,51.9106,9.1312,2.5808,65.0657,104.1344,2
5086.5,P-2,Plover Fm,63.2466,8.9927,2.6044,64.5061,98.8737,2
5087,P-2,Plover Fm,124.7107,11.5371,2.6196,64.383,103.8342,2
5087.5,P-2,Plover Fm,84.992,12.8283,2.5487,58.9861,103.905,2
5088,P-2,Plover Fm,53.8986,15.0296,2.4511,67.7049,106.3208,2
5088.5,P-2,Plover Fm,87.2109,8.921,2.5501,69.8512,102.0373,2
5089,P-2,Plover Fm,47.8115,9.7936,2.4729,65.4486,103.97,2
5089.5,P-2,Plover Fm,72.6908,8.2208,2.6161,56.7775,97.3971,2
5090,P-2,Plover Fm,48.2435,8.4807,2.6826,68.9027,101.5326,2
5090.5,P-2,Plover Fm,53.2746,11.3299,2.5,70.7092,105.0605,2
5091,P-2,Plover Fm,47.123,12.0622,2.4728,68.5542,104.8858,2
5091.5,P-2,Plover Fm,45.4364,10.087,2.4796,65.381,100.9499,2
5092,P-2,Plover Fm,83.4434,10.353,2.491,67.0399,98.8203,2
5092.5,P-2,Plover Fm,76.2076,11.3603,2.4677,64.5383,103.8794,2
5093,P-2,Plover Fm,42.5003,9.2432,2.5906,62.3786,99.0792,2
5093.5,P-2,Plover Fm,39.7744,5.998,2.4723,60.5996,103.6612,2
5094,P-2,Plover Fm,60.8494,7.7786,2.6281,60.967,102.1597,2
5094.5,P-2,Plover Fm,62.3311,10.9979,2.6304,62.434,101.7611,2
5095,P-2,Plover Fm,63.5975,8.5299,1.9228,61.3264,99.1576,2
5095.5,P-2,Plover Fm,112.1714,10.9936,2.2974,66.7434,103.8472,2
5096,P-2,Plover Fm,102.2131,12.3231,2.4666,73.6393,114.3058,2
5096.5,P-2,Plover Fm,91.5427,15.1158,2.5714,66.4315,118.5863,2
5097,P-2,Plover Fm,89.495,13.7197,2.2377,61.184,112.2831,2
5097.5,P-2,Plover Fm,72.877,14.3866,2.3339,66.5345,112.8996,2
5098,P-2,Plover Fm,43.5599,12.3317,2.2821,61.2407,103.8932,2
5098.5,P-2,Plover Fm,100.2293,7.4761,2.4232,74.8995,105.2446,2
5099,P-2,Plover Fm,137.6683,11.0249,2.2567,77.2492,129.5612,2
5099.5,P-2,Plover Fm,88.2215,19.7056,2.3285,76.3158,129.2042,2
5100,P-2,Plover Fm,42.9845,21.7059,2.6343,58.8004,103.6516,2
5100.5,P-2,Plover Fm,38.0599,7.1599,2.8394,51.5478,93.807,2
5101,P-2,Plover Fm,49.2399,4.8768,2.7264,54.3351,97.5087,2
5101.5,P-2,Plover Fm,123.5952,9.5394,2.7065,67.6912,112.7785,2
5102,P-2,Plover Fm,72.5509,21.2386,2.6348,65.0866,114.722,2
5102.5,P-2,Plover Fm,56.7885,18.4427,2.6878,56.9782,101.7032,2
5103,P-2,Plover Fm,52.3207,11.1016,2.7844,58.6108,96.0487,2
5103.5,P-2,Plover Fm,58.8836,11.0478,2.5328,56.659,98.6929,2
5104,P-2,Plover Fm,69.1194,8.5567,2.2844,61.6359,109.537,2
5104.5,P-2,Plover Fm,116.7506,8.5407,2.2404,77.7012,123.4181,2
5105,P-2,Plover Fm,117.8419,22.6399,2.3955,74.7114,137.7702,2
5105.5,P-2,Plover Fm,114.4213,25.3581,2.6561,74.4772,140.2787,2
5106,P-2,Plover Fm,118.8971,26.144,2.6635,75.6772,145.5005,2
5106.5,P-2,Plover Fm,127.6786,26.6263,2.6568,78.9027,153.6328,2
5107,P-2,Plover Fm,115.195,27.5602,2.6297,81.2502,149.192,2
5107.5,P-2,Plover Fm,66.6461,19.363,2.6443,62.745,111.9008,2
5108,P-2,Plover Fm,82.6513,13.021,2.6054,62.5916,109.5495,2
5108.5,P-2,Plover Fm,90.8896,14.625,2.8477,63.3406,102.2852,2
5109,P-2,Plover Fm,102.9187,15.2527,2.8085,68.2434,123.4172,2
5109.5,P-2,Plover Fm,84.3239,16.2857,2.6438,66.9354,119.6547,2
5110,P-2,Plover Fm,79.3114,13.9355,2.405,64.3897,103.9516,2
5110.5,P-2,Plover Fm,61.8535,11.7217,2.5819,61.0092,112.0029,2
5111,P-2,Plover Fm,112.6922,11.889,2.3929,71.4745,138.5139,2
5111.5,P-2,Plover Fm,116.0249,20.5367,2.63,72.4339,137.9411,2
5112,P-2,Plover Fm,118.9461,22.5417,2.653,72.3198,134.5944,2
5112.5,P-2,Plover Fm,109.4232,26.1516,2.6894,70.7887,130.3056,2
5113,P-2,Plover Fm,111.3261,23.7883,2.6324,66.5858,125.724,2
5113.5,P-2,Plover Fm,97.1305,20.0826,2.624,75.8568,115.2724,2
5114,P-2,Plover Fm,64.6776,21.9801,1.696,99.9941,137.4993,2
5114.5,P-2,Plover Fm,95.6554,21.9882,2.1536,75.3041,131.6852,2
5115,P-2,Plover Fm,111.8013,27.6732,2.645,72.9606,139.2247,2
5115.5,P-2,Plover Fm,94.038,25.2939,2.7024,64.3282,121.4868,2
5116,P-2,Plover Fm,65.0848,17.8685,2.4437,62.4762,104.4344,2
5116.5,P-2,Plover Fm,68.141,12.8383,2.3606,64.8592,104.0359,2
5117,P-2,Plover Fm,49.1857,11.4641,2.4496,65.4437,115.165,2
5117.5,P-2,Plover Fm,84.4387,25.3023,2.2544,71.3475,119.145,2
5118,P-2,Plover Fm,52.0545,18.77,2.7195,51.3968,97.5855,2
5118.5,P-2,Plover Fm,42.9337,7.3312,2.4296,65.0694,97.3034,2
5119,P-2,Plover Fm,60.8529,9.775,2.4309,60.6744,102.4417,2
5119.5,P-2,Plover Fm,88.8102,13.7558,2.6017,66.2881,119.9889,2
5120,P-2,Plover Fm,98.8011,22.56,2.6024,71.1241,137.6197,2
5120.5,P-2,Plover Fm,89.4919,32.3566,2.7378,67.8707,122.4787,2
5121,P-2,Plover Fm,103.2186,22.4994,2.5714,69.5221,132.5007,2
5121.5,P-2,Plover Fm,97.6594,24.1248,2.7207,68.9809,130.9109,2
5122,P-2,Plover Fm,105.8747,22.1627,2.6791,73.1896,139.9502,2
5122.5,P-2,Plover Fm,110.2105,33.1091,2.7029,72.7284,138.1456,2
5123,P-2,Plover Fm,104.1895,24.8013,2.6621,70.3766,133.0247,2
5123.5,P-2,Plover Fm,115.1743,24.032,2.7013,71.6206,136.9651,2
5124,P-2,Plover Fm,145.2205,28.5656,2.7012,73.2255,141.9728,2
5124.5,P-2,Plover Fm,78.3896,23.7599,2.6545,72.7607,114.446,2
5125,P-2,Plover Fm,63.6686,10.7377,2.4635,59.5948,111.9564,2
5125.5,P-2,Plover Fm,81.6717,7.3972,2.3217,63.4724,105.0246,2
5126,P-2,Plover Fm,111.2875,10.4109,2.5123,64.6852,124.9884,2
5126.5,P-2,Plover Fm,106.8121,16.2565,2.66,62.5577,97.789,2
5127,P-2,Plover Fm,78.453,18.2386,2.5884,70.8573,129.2921,2
5127.5,P-2,Plover Fm,115.0123,15.8737,2.6603,66.6381,124.3686,2
5128,P-2,Plover Fm,127.4335,22.8758,2.6492,74.229,142.1658,2
5128.5,P-2,Plover Fm,122.9169,26.8459,2.7341,74.81,141.2408,2
5129,P-2,Plover Fm,120.0587,27.3675,2.696,74.4477,139.7848,2
5129.5,P-2,Plover Fm,111.2599,23.4639,2.6644,70.9899,132.2414,2
5130,P-2,Plover Fm,113.2977,23.485,2.6678,69.0811,127.6259,2
5130.5,P-2,Plover Fm,98.5326,20.2476,2.6697,67.0592,123.1879,2
5131,P-2,Plover Fm,115.4489,18.4665,2.6658,68.375,121.6354,2
5131.5,P-2,Plover Fm,98.2041,18.1939,2.6193,66.0378,119.8919,2
5132,P-2,Plover Fm,118.087,18.1521,2.6507,70.8297,128.2443,2
5132.5,P-2,Plover Fm,116.2617,23.8282,2.7102,67.3921,123.3071,2
5133,P-2,Plover Fm,116.2643,19.2565,2.6656,69.3155,128.8028,2
5133.5,P-2,Plover Fm,121.3767,24.3117,2.6626,71.5379,134.0401,2
5134,P-2,Plover Fm,113.8899,26.4823,2.6292,75.3069,143.0495,2
5134.5,P-2,Plover Fm,122.4209,29.1903,2.7146,74.2627,141.257,2
5135,P-2,Plover Fm,119.0173,24.9698,2.6548,74.7553,140.3109,2
5135.5,P-2,Plover Fm,123.1777,30.1586,2.6942,74.8014,142.5339,2
5136,P-2,Plover Fm,109.1249,27.4591,2.6595,73.4938,132.2587,2
