Depth,Well,Formation,GR,NPHI,RHOB,DTCO,DTSM,Environment
5345.5,P-2,Plover Fm,26.9208,-999.25,-999.25,-999.25,-999.25,2
5346,P-2,Plover Fm,24.2999,-999.25,-999.25,-999.25,-999.25,2
5346.5,P-2,Plover Fm,84.7767,-999.25,-999.25,-999.25,-999.25,2
5347,P-2,Plover Fm,33.6308,-999.25,-999.25,-999.25,-999.25,2
5347.5,P-2,Plover Fm,21.6965,-999.25,-999.25,-999.25,-999.25,2
5348,P-2,Plover Fm,29.282,-999.25,-999.25,-999.25,-999.25,2
5348.5,P-2,Plover Fm,30.6605,-999.25,-999.25,-999.25,-999.25,2
5349,P-2,Plover Fm,27.6572,-999.25,-999.25,-999.25,-999.25,2
5349.5,P-2,Plover Fm,30.0506,-999.25,-999.25,-999.25,-999.25,2
5350,P-2,Plover Fm,-999.25,-999.25,-999.25,-999.25,-999.25,2
5350.5,P-2,Plover Fm,-999.25,-999.25,-999.25,-999.25,-999.25,4
5351,P-2,Plover Fm,-999.25,-999.25,-999.25,-999.25,-999.25,4
4577,K-1,Montara Fm,51.3192,21.7983,2.6527,-999.25,-999.25,4
4577.5,K-1,Montara Fm,50.8126,21.7257,2.641,-999.25,-999.25,4
4578,K-1,Montara Fm,20.0247,11.3421,2.6048,-999.25,-999.25,4
4578.5,K-1,Montara Fm,21.8925,5.528,2.6397,-999.25,-999.25,4
4579,K-1,Montara Fm,16.4673,5.1305,2.6113,-999.25,-999.25,4
4579.5,K-1,Montara Fm,23.4017,4.6014,2.5886,-999.25,-999.25,4
4580,K-1,Montara Fm,29.9244,7.7615,2.6319,-999.25,-999.25,4
4580.5,K-1,Montara Fm,19.3874,6.4156,2.619,-999.25,-999.25,4
4581,K-1,Montara Fm,21.8732,5.6536,2.6045,-999.25,-999.25,4
4581.5,K-1,Montara Fm,19.4313,4.5915,2.6276,-999.25,-999.25,4
4582,K-1,Montara Fm,22.0676,4.4526,2.6256,-999.25,-999.25,4
4582.5,K-1,Montara Fm,16.8008,3.9313,2.6349,-999.25,-999.25,4
4583,K-1,Montara Fm,20.2937,3.602,2.6218,-999.25,-999.25,4
4583.5,K-1,Montara Fm,26.3747,5.3803,2.6479,-999.25,-999.25,4
4584,K-1,Montara Fm,32.7232,5.1707,2.5876,-999.25,-999.25,4
4584.5,K-1,Montara Fm,29.1555,7.331,2.63,-999.25,-999.25,4
4585,K-1,Montara Fm,24.3104,6.133,2.5943,-999.25,-999.25,4
4585.5,K-1,Plover Fm,34.5272,11.0114,2.643,-999.25,-999.25,4
4586,K-1,Plover Fm,53.7181,16.9516,2.7356,-999.25,-999.25,4
4586.5,K-1,Plover Fm,69.9526,21.7949,2.6841,-999.25,-999.25,4
4587,K-1,Plover Fm,64.5452,21.5985,2.708,-999.25,-999.25,4
4587.5,K-1,Plover Fm,80.7768,20.6109,2.653,-999.25,-999.25,4
4588,K-1,Plover Fm,83.7692,22.4059,2.646,-999.25,-999.25,2
4588.5,K-1,Plover Fm,98.9044,27.8786,2.6535,-999.25,-999.25,2
4589,K-1,Plover Fm,101.9948,27.413,2.6224,-999.25,-999.25,2
4589.5,K-1,Plover Fm,81.6895,26.3843,2.6473,-999.25,-999.25,2
4590,K-1,Plover Fm,75.3621,18.3928,2.7108,-999.25,-999.25,2
4590.5,K-1,Plover Fm,65.3146,18.9933,2.713,-999.25,-999.25,2
4591,K-1,Plover Fm,59.6638,19.5872,2.7037,-999.25,-999.25,2
4591.5,K-1,Plover Fm,56.8641,9.2617,2.7151,-999.25,-999.25,2
4592,K-1,Plover Fm,38.6292,19.4445,2.7237,-999.25,-999.25,2
4592.5,K-1,Plover Fm,28.3063,35.0673,2.6665,-999.25,-999.25,2
4593,K-1,Plover Fm,24.7606,38.3008,2.654,-999.25,-999.25,2
4593.5,K-1,Plover Fm,28.1011,31.883,2.6673,-999.25,-999.25,2
4594,K-1,Plover Fm,23.8032,30.822,2.6434,-999.25,-999.25,2
4594.5,K-1,Plover Fm,32.7257,82.6722,2.6298,-999.25,-999.25,2
4595,K-1,Plover Fm,32.3245,32.6593,2.6371,-999.25,-999.25,2
4595.5,K-1,Plover Fm,23.2258,22.6378,2.6625,-999.25,-999.25,2
4596,K-1,Plover Fm,24.8391,16.713,2.6898,-999.25,-999.25,2
4596.5,K-1,Plover Fm,19.1877,15.528,2.6999,-999.25,-999.25,2
4597,K-1,Plover Fm,24.1562,14.343,2.71,-999.25,-999.25,2
4597.5,K-1,Plover Fm,19.823,10.2698,2.7479,-999.25,-999.25,2
4598,K-1,Plover Fm,19.7268,9.152,2.7443,-999.25,-999.25,2
4598.5,K-1,Plover Fm,13.6442,7.0681,2.8017,-999.25,-999.25,2
4599,K-1,Plover Fm,13.3254,6.9686,2.8145,-999.25,-999.25,2
4599.5,K-1,Plover Fm,9.5108,7.5987,2.8028,-999.25,-999.25,2
4600,K-1,Plover Fm,21.0766,9.7899,2.7605,-999.25,-999.25,2
4600.5,K-1,Plover Fm,19.0266,13.8584,2.6804,-999.25,-999.25,2
4601,K-1,Plover Fm,25.6072,20.0977,2.679,-999.25,-999.25,2
4601.5,K-1,Plover Fm,27.6908,21.1323,2.7186,-999.25,-999.25,2
4602,K-1,Plover Fm,39.4842,36.936,2.6872,-999.25,-999.25,2
4602.5,K-1,Plover Fm,39.1672,41.0423,2.6877,-999.25,-999.25,2
4603,K-1,Plover Fm,25.0284,34.5064,2.6721,-999.25,-999.25,2
4603.5,K-1,Plover Fm,22.6972,27.972,2.665,-999.25,-999.25,2
4604,K-1,Plover Fm,18.2205,20.3845,2.661,-999.25,-999.25,2
4604.5,K-1,Plover Fm,24.0682,17.4759,2.6949,-999.25,-999.25,2
4605,K-1,Plover Fm,22.5852,16.5601,2.7239,-999.25,-999.25,2
4605.5,K-1,Plover Fm,24.7233,16.8832,2.7212,-999.25,-999.25,2
4606,K-1,Plover Fm,29.957,17.9134,2.7152,-999.25,-999.25,2
4606.5,K-1,Plover Fm,22.8492,17.0097,2.7123,-999.25,-999.25,2
4607,K-1,Plover Fm,24.6151,16.4547,2.7171,-999.25,-999.25,2
4607.5,K-1,Plover Fm,27.1945,18.1024,2.7078,-999.25,-999.25,2
4608,K-1,Plover Fm,25.3194,17.847,2.709,-999.25,-999.25,2
4608.5,K-1,Plover Fm,24.7642,17.4889,2.7229,-999.25,-999.25,2
4609,K-1,Plover Fm,23.9712,14.5165,2.7471,-999.25,-999.25,2
4609.5,K-1,Plover Fm,19.9592,11.9173,2.7479,-999.25,-999.25,2
4610,K-1,Plover Fm,17.3629,10.2325,2.7602,-999.25,-999.25,2
4610.5,K-1,Plover Fm,13.6347,9.7802,2.7636,-999.25,-999.25,2
4611,K-1,Plover Fm,20.1569,9.6766,2.7598,-999.25,-999.25,2
4611.5,K-1,Plover Fm,20.9637,8.6415,2.7734,-999.25,-999.25,2
4612,K-1,Plover Fm,24.317,8.5826,2.7785,-999.25,-999.25,2
4612.5,K-1,Plover Fm,18.1828,8.7633,2.7802,-999.25,-999.25,2
4613,K-1,Plover Fm,21.2875,8.0182,2.7924,-999.25,-999.25,2
4613.5,K-1,Plover Fm,22.3257,8.2781,2.7831,-999.25,-999.25,2
4614,K-1,Plover Fm,28.5166,14.7197,2.7408,-999.25,-999.25,2
4614.5,K-1,Plover Fm,33.5701,29.6632,2.6876,-999.25,-999.25,2
4615,K-1,Plover Fm,23.5528,19.0915,2.7804,-999.25,-999.25,2
4615.5,K-1,Plover Fm,13.2319,14.6834,2.8408,-999.25,-999.25,2
4616,K-1,Plover Fm,13.6444,14.8116,2.8256,-999.25,-999.25,2
4616.5,K-1,Plover Fm,8.7299,15.5588,2.817,-999.25,-999.25,2
4617,K-1,Plover Fm,14.3003,15.4129,2.8262,-999.25,-999.25,2
4617.5,K-1,Plover Fm,14.0518,14.1207,2.8403,-999.25,-999.25,2
4618,K-1,Plover Fm,13.1731,14.9372,2.7957,-999.25,-999.25,2
4618.5,K-1,Plover Fm,12.7115,15.1421,2.8356,-999.25,-999.25,2
4619,K-1,Plover Fm,16.105,14.9817,2.8348,-999.25,-999.25,2
4619.5,K-1,Plover Fm,11.1888,13.6648,2.8573,-999.25,-999.25,2
4620,K-1,Plover Fm,13.1288,14.1373,2.8591,-999.25,-999.25,2
4620.5,K-1,Plover Fm,18.3026,14.3668,2.8627,-999.25,-999.25,2
4621,K-1,Plover Fm,13.9243,12.5753,2.8967,-999.25,-999.25,2
4621.5,K-1,Plover Fm,9.2156,12.6066,2.9024,-999.25,-999.25,2
4622,K-1,Plover Fm,12.8833,12.4331,2.8835,-999.25,-999.25,2
4622.5,K-1,Plover Fm,13.3528,12.9836,2.879,-999.25,-999.25,2
4623,K-1,Plover Fm,13.7704,12.8195,2.8686,-999.25,-999.25,2
4623.5,K-1,Plover Fm,16.335,11.9394,2.8837,-999.25,-999.25,2
4624,K-1,Plover Fm,15.7383,13.0309,2.8928,-999.25,-999.25,2
4624.5,K-1,Plover Fm,10.6978,12.1243,2.8979,-999.25,-999.25,2
4625,K-1,Plover Fm,12.3626,12.0365,2.9013,-999.25,-999.25,2
4625.5,K-1,Plover Fm,12.3416,11.9995,2.8986,-999.25,-999.25,2
4626,K-1,Plover Fm,13.9786,11.5546,2.8987,-999.25,-999.25,2
4626.5,K-1,Plover Fm,10.7016,11.4405,2.8988,-999.25,-999.25,2
4627,K-1,Plover Fm,14.6926,11.2142,2.9123,-999.25,-999.25,2
4627.5,K-1,Plover Fm,9.9224,13.067,2.8984,-999.25,-999.25,2
4628,K-1,Plover Fm,11.9227,12.4333,2.9133,-999.25,-999.25,2
4628.5,K-1,Plover Fm,13.1658,12.6557,2.902,-999.25,-999.25,2
4629,K-1,Plover Fm,8.3565,14.0504,2.8456,-999.25,-999.25,2
4629.5,K-1,Plover Fm,12.5285,18.2483,2.7678,-999.25,-999.25,2
4630,K-1,Plover Fm,25.3619,29.623,2.6789,-999.25,-999.25,2
4630.5,K-1,Plover Fm,27.3415,37.5181,2.6096,-999.25,-999.25,2
4631,K-1,Plover Fm,39.6171,42.4105,2.6392,-999.25,-999.25,2
4631.5,K-1,Plover Fm,42.1005,44.1107,2.6343,-999.25,-999.25,2
4632,K-1,Plover Fm,50.4709,46.5962,2.6597,-999.25,-999.25,2
4632.5,K-1,Plover Fm,46.5798,46.758,2.6354,-999.25,-999.25,2
4633,K-1,Plover Fm,38.0582,35.658,2.6941,-999.25,-999.25,2
4633.5,K-1,Plover Fm,27.4936,31.9818,2.6314,-999.25,-999.25,2
4634,K-1,Plover Fm,26.4765,28.5471,2.6158,-999.25,-999.25,2
4634.5,K-1,Plover Fm,30.4818,28.9377,2.6617,-999.25,-999.25,2
4635,K-1,Plover Fm,49.4436,35.0484,2.7012,-999.25,-999.25,2
4635.5,K-1,Plover Fm,72.1727,40.6017,2.7262,-999.25,-999.25,2
4636,K-1,Plover Fm,73.207,34.982,2.7405,-999.25,-999.25,2
4636.5,K-1,Plover Fm,66.6112,24.4951,2.6968,-999.25,-999.25,2
4637,K-1,Plover Fm,47.7489,16.266,2.6913,-999.25,-999.25,2
4637.5,K-1,Plover Fm,45.1121,16.0192,2.7353,-999.25,-999.25,2
4638,K-1,Plover Fm,49.9228,12.3164,2.7344,-999.25,-999.25,2
4638.5,K-1,Plover Fm,44.7451,12.9748,2.7375,-999.25,-999.25,2
4639,K-1,Plover Fm,43.9818,13.2775,2.7378,-999.25,-999.25,2
4639.5,K-1,Plover Fm,51.5088,11.3602,2.748,-999.25,-999.25,2
4640,K-1,Plover Fm,53.5207,9.03,2.7612,-999.25,-999.25,2
4640.5,K-1,Plover Fm,52.9715,9.2377,2.7682,-999.25,-999.25,2
4641,K-1,Plover Fm,56.3976,7.5176,2.7668,-999.25,-999.25,2
4641.5,K-1,Plover Fm,60.7179,6.117,2.7709,-999.25,-999.25,2
4642,K-1,Plover Fm,61.2772,6.4784,2.7812,-999.25,-999.25,2
4642.5,K-1,Plover Fm,66.4527,8.7358,2.7678,-999.25,-999.25,2
4643,K-1,Plover Fm,49.1331,10.2617,2.7667,-999.25,-999.25,2
4643.5,K-1,Plover Fm,53.5572,11.8911,2.7584,-999.25,-999.25,2
4644,K-1,Plover Fm,49.1307,13.1575,2.7589,-999.25,-999.25,2
4644.5,K-1,Plover Fm,76.0618,17.2685,2.7509,-999.25,-999.25,2
4645,K-1,Plover Fm,48.2498,16.3948,2.759,-999.25,-999.25,2
4645.5,K-1,Plover Fm,31.8064,15.5216,2.7546,-999.25,-999.25,2
4646,K-1,Plover Fm,47.2783,18.4489,2.7455,-999.25,-999.25,2
4646.5,K-1,Plover Fm,44.5255,18.942,2.7282,-999.25,-999.25,2
4647,K-1,Plover Fm,48.7919,18.2659,2.7315,-999.25,-999.25,2
4647.5,K-1,Plover Fm,33.5104,10.7604,2.7139,-999.25,-999.25,2
4648,K-1,Plover Fm,46.2308,13.8978,2.728,-999.25,-999.25,2
4648.5,K-1,Plover Fm,52.8827,17.7072,2.7308,-999.25,-999.25,2
4649,K-1,Plover Fm,48.8754,18.8878,2.7375,-999.25,-999.25,2
4649.5,K-1,Plover Fm,37.0064,19.7346,2.7069,-999.25,-999.25,2
4650,K-1,Plover Fm,35.7935,20.3681,2.7016,-999.25,-999.25,2
4650.5,K-1,Plover Fm,46.2803,20.8656,2.7044,-999.25,-999.25,2
4651,K-1,Plover Fm,45.8782,22.2671,2.7117,-999.25,-999.25,2
4651.5,K-1,Plover Fm,33.0351,15.7204,2.7103,-999.25,-999.25,2
4652,K-1,Plover Fm,32.1626,8.178,2.693,-999.25,-999.25,2
4652.5,K-1,Plover Fm,24.8101,7.8494,2.6453,-999.25,-999.25,2
4653,K-1,Plover Fm,33.6467,8.3295,2.7029,-999.25,-999.25,2
4653.5,K-1,Plover Fm,30.9198,8.0054,2.6734,-999.25,-999.25,2
4654,K-1,Plover Fm,33.1005,10.0839,2.6663,-999.25,-999.25,2
4654.5,K-1,Plover Fm,38.549,11.2024,2.662,-999.25,-999.25,2
4655,K-1,Plover Fm,22.1189,11.9509,2.668,-999.25,-999.25,2
4655.5,K-1,Plover Fm,31.5149,13.1824,2.7189,-999.25,-999.25,2
4656,K-1,Plover Fm,20.1918,14.144,2.7077,-999.25,-999.25,2
4656.5,K-1,Plover Fm,42.5635,8.4818,2.6712,-999.25,-999.25,2
4657,K-1,Plover Fm,23.5735,9.0127,2.6692,-999.25,-999.25,2
4657.5,K-1,Plover Fm,24.8466,22.7602,2.7231,-999.25,-999.25,2
4658,K-1,Plover Fm,26.0213,12.3941,2.712,-999.25,-999.25,2
4658.5,K-1,Plover Fm,31.5768,9.1159,2.669,-999.25,-999.25,2
4659,K-1,Plover Fm,30.5505,8.0618,2.6706,-999.25,-999.25,2
4659.5,K-1,Plover Fm,28.3189,16.3747,2.7399,-999.25,-999.25,2
4660,K-1,Plover Fm,20.1288,13.59,2.7206,-999.25,-999.25,2
4660.5,K-1,Plover Fm,21.3907,17.4843,2.7234,-999.25,-999.25,2
4661,K-1,Plover Fm,26.7289,17.167,2.7069,-999.25,-999.25,2
4661.5,K-1,Plover Fm,22.9454,19.2752,2.699,-999.25,-999.25,2
4662,K-1,Plover Fm,28.5151,18.224,2.6985,-999.25,-999.25,2
4662.5,K-1,Plover Fm,21.4926,17.6894,2.7003,-999.25,-999.25,2
4663,K-1,Plover Fm,30.5877,17.1178,2.7065,-999.25,-999.25,2
4663.5,K-1,Plover Fm,31.7684,17.2654,2.7031,-999.25,-999.25,2
4664,K-1,Plover Fm,29.9973,17.937,2.6997,-999.25,-999.25,2
4664.5,K-1,Plover Fm,25.8201,19.6848,2.6516,-999.25,-999.25,2
4665,K-1,Plover Fm,26.657,17.8973,2.6835,-999.25,-999.25,2
4665.5,K-1,Plover Fm,28.9063,18.6063,2.6885,-999.25,-999.25,2
4666,K-1,Plover Fm,25.2949,18.9355,2.6947,-999.25,-999.25,2
4666.5,K-1,Plover Fm,25.5245,20.3272,2.7043,-999.25,-999.25,2
4667,K-1,Plover Fm,23.5629,21.8531,2.6841,-999.25,-999.25,2
4667.5,K-1,Plover Fm,27.8305,22.6985,2.6933,-999.25,-999.25,2
4668,K-1,Plover Fm,22.1872,24.8923,2.6759,-999.25,-999.25,2
4668.5,K-1,Plover Fm,23.2223,21.5327,2.6585,-999.25,-999.25,2
4669,K-1,Plover Fm,16.5239,22.6165,2.6726,-999.25,-999.25,2
4669.5,K-1,Plover Fm,18.4622,24.5076,2.6698,-999.25,-999.25,2
4670,K-1,Plover Fm,21.062,24.7119,2.6698,-999.25,-999.25,2
4670.5,K-1,Plover Fm,24.3152,22.7144,2.681,-999.25,-999.25,2
4671,K-1,Plover Fm,20.5294,19.6407,2.6743,-999.25,-999.25,2
4671.5,K-1,Plover Fm,20.5294,20.5608,2.6995,-999.25,-999.25,2
4672,K-1,Plover Fm,26.1162,21.4152,2.6885,-999.25,-999.25,2
4672.5,K-1,Plover Fm,29.7454,23.7599,2.6731,-999.25,-999.25,2
4673,K-1,Plover Fm,35.2088,24.9893,2.6735,-999.25,-999.25,2
4673.5,K-1,Plover Fm,33.5113,26.2187,2.6739,-999.25,-999.25,2
4674,K-1,Plover Fm,38.7053,19.2352,2.7546,-999.25,-999.25,2
4674.5,K-1,Plover Fm,40.3854,29.1184,2.7623,-999.25,-999.25,2
4675,K-1,Plover Fm,36.7152,29.6755,2.7608,-999.25,-999.25,2
4675.5,K-1,Plover Fm,38.5746,24.9664,2.7415,-999.25,-999.25,2
4676,K-1,Plover Fm,34.2462,29.4556,2.7426,-999.25,-999.25,2
4676.5,K-1,Plover Fm,44.9919,28.7807,2.772,-999.25,-999.25,2
4677,K-1,Plover Fm,42.107,30.6369,2.7687,-999.25,-999.25,2
4677.5,K-1,Plover Fm,32.9389,21.7537,2.7331,-999.25,-999.25,2
4678,K-1,Plover Fm,25.6985,20.1943,2.7606,-999.25,-999.25,2
4678.5,K-1,Plover Fm,23.6174,19.9908,2.7573,-999.25,-999.25,2
4679,K-1,Plover Fm,24.2156,20.7104,2.7875,-999.25,-999.25,2
4679.5,K-1,Plover Fm,19.5715,19.8124,2.7267,-999.25,-999.25,2
4680,K-1,Plover Fm,17.2668,18.7207,2.7525,-999.25,-999.25,2
4680.5,K-1,Plover Fm,22.5331,17.9295,2.7392,-999.25,-999.25,2
4681,K-1,Plover Fm,16.0563,22.5842,2.7728,-999.25,-999.25,2
4681.5,K-1,Plover Fm,33.4957,22.9042,2.7601,-999.25,-999.25,2
4682,K-1,Plover Fm,24.9355,20.6248,2.7596,-999.25,-999.25,2
4682.5,K-1,Plover Fm,26.2858,20.5508,2.7469,-999.25,-999.25,2
4683,K-1,Plover Fm,23.005,20.4767,2.7343,-999.25,-999.25,2
4683.5,K-1,Plover Fm,31.5485,22.0447,2.7096,-999.25,-999.25,2
4684,K-1,Plover Fm,29.2126,21.9226,2.7106,-999.25,-999.25,2
4684.5,K-1,Plover Fm,34.499,24.7107,2.7127,-999.25,-999.25,2
4685,K-1,Plover Fm,32.814,22.7299,2.7433,-999.25,-999.25,2
4685.5,K-1,Plover Fm,34.1726,22.9332,2.7736,-999.25,-999.25,2
4686,K-1,Plover Fm,35.9894,22.9204,2.7528,-999.25,-999.25,2
4686.5,K-1,Plover Fm,30.318,24.5028,2.7488,-999.25,-999.25,2
4687,K-1,Plover Fm,35.6277,20.1299,2.801,-999.25,-999.25,2
4687.5,K-1,Plover Fm,27.8382,22.7642,2.7562,-999.25,-999.25,2
4688,K-1,Plover Fm,30.76,22.5828,2.6906,-999.25,-999.25,2
4688.5,K-1,Plover Fm,39.546,21.8522,2.7234,-999.25,-999.25,2
4689,K-1,Plover Fm,31.3157,23.9482,2.6995,-999.25,-999.25,2
4689.5,K-1,Plover Fm,26.1713,19.9348,2.7133,-999.25,-999.25,2
4690,K-1,Plover Fm,24.794,20.8754,2.6875,-999.25,-999.25,2
4690.5,K-1,Plover Fm,23.2123,19.1541,2.6857,-999.25,-999.25,2
4691,K-1,Plover Fm,24.7281,19.4016,2.691,-999.25,-999.25,2
4691.5,K-1,Plover Fm,25.7038,19.1918,2.7074,-999.25,-999.25,2
4692,K-1,Plover Fm,30.8138,20.5804,2.6885,-999.25,-999.25,2
4692.5,K-1,Plover Fm,36.1923,21.9691,2.6696,-999.25,-999.25,2
4693,K-1,Plover Fm,21.4608,20.7817,2.6929,-999.25,-999.25,2
4693.5,K-1,Plover Fm,24.4913,22.1409,2.6778,-999.25,-999.25,2
4694,K-1,Plover Fm,36.7427,21.4844,2.6618,-999.25,-999.25,2
4694.5,K-1,Plover Fm,40.4403,25.6108,2.6981,-999.25,-999.25,2
4695,K-1,Plover Fm,50.7725,25.9009,2.6868,-999.25,-999.25,2
4695.5,K-1,Plover Fm,41.4123,23.39,2.7038,-999.25,-999.25,2
4696,K-1,Plover Fm,43.6846,25.8899,2.708,-999.25,-999.25,2
4696.5,K-1,Plover Fm,36.5326,22.7252,2.7236,-999.25,-999.25,2
4697,K-1,Plover Fm,43.592,30.4661,2.6935,-999.25,-999.25,2
4697.5,K-1,Plover Fm,36.9344,26.7999,2.6912,-999.25,-999.25,2
4698,K-1,Plover Fm,32.3769,23.8317,2.6892,-999.25,-999.25,2
4698.5,K-1,Plover Fm,26.1928,25.5084,2.6977,-999.25,-999.25,2
4699,K-1,Plover Fm,21.8174,21.9456,2.7022,-999.25,-999.25,2
4699.5,K-1,Plover Fm,20.4658,22.7814,2.6766,-999.25,-999.25,2
4700,K-1,Plover Fm,19.0566,22.8945,2.6938,-999.25,-999.25,2
4700.5,K-1,Plover Fm,21.3554,24.5545,2.7301,-999.25,-999.25,2
4701,K-1,Plover Fm,17.2162,36.2517,2.6645,-999.25,-999.25,2
4701.5,K-1,Plover Fm,10.5992,22.3074,2.6812,-999.25,-999.25,2
4702,K-1,Plover Fm,14.6089,18.7818,2.6939,-999.25,-999.25,2
4702.5,K-1,Plover Fm,23.4493,36.829,2.6632,-999.25,-999.25,2
4703,K-1,Plover Fm,26.9967,43.8341,2.6843,-999.25,-999.25,2
4703.5,K-1,Plover Fm,30.8221,46.07,2.6337,-999.25,-999.25,2
4704,K-1,Plover Fm,20.5358,46.4529,2.5615,-999.25,-999.25,2
4704.5,K-1,Plover Fm,16.6795,49.0889,2.6269,-999.25,-999.25,2
4705,K-1,Plover Fm,9.786,40.4224,2.6587,-999.25,-999.25,2
4705.5,K-1,Plover Fm,8.1965,44.5502,2.6426,-999.25,-999.25,2
4706,K-1,Plover Fm,9.0022,25.3003,2.6589,82.1371,146.3239,2
4706.5,K-1,Plover Fm,13.7008,27.7316,2.6703,77.4516,142.0425,2
4707,K-1,Plover Fm,12.5202,39.3731,2.6337,72.958,136.7355,2
4707.5,K-1,Plover Fm,18.6177,36.7367,2.6503,71.4496,129.3822,2
4708,K-1,Plover Fm,16.0992,34.9674,2.6716,65.9874,128.2934,2
4708.5,K-1,Plover Fm,17.4143,34.7007,2.6677,73.9507,136.5435,2
4709,K-1,Plover Fm,18.3873,34.0927,2.6601,73.383,143.1114,2
4709.5,K-1,Plover Fm,21.4437,40.729,2.6748,77.0428,156.0719,2
4710,K-1,Plover Fm,31.6468,54.6954,2.5986,93.6463,190.7296,2
4710.5,K-1,Plover Fm,53.479,54.5095,2.5695,95.0059,193.2387,2
4711,K-1,Plover Fm,44.9971,55.028,2.5665,95.3755,193.2334,2
4711.5,K-1,Plover Fm,45.1005,50.5121,2.5962,97.7097,192.2754,2
4712,K-1,Plover Fm,48.0653,46.5396,2.6748,95.2317,189.4554,2
4712.5,K-1,Plover Fm,47.8197,44.1083,2.6563,90.8571,179.5623,2
4713,K-1,Plover Fm,57.9858,41.5368,2.6593,90.809,183.6853,2
4713.5,K-1,Plover Fm,58.7064,38.8012,2.6763,94.388,183.3422,2
4714,K-1,Plover Fm,59.5093,39.6355,2.6969,93.9591,176.4231,2
4714.5,K-1,Plover Fm,61.0748,37.8126,2.7095,93.837,168.6572,2
4715,K-1,Plover Fm,58.5245,35.9851,2.6825,84.9878,152.9346,2
4715.5,K-1,Plover Fm,50.3467,36.4808,2.641,70.9963,141.3606,2
4716,K-1,Plover Fm,38.5334,36.7766,2.6309,82.2158,156.8054,2
4716.5,K-1,Plover Fm,38.928,42.019,2.6421,82.5741,154.1178,2
4717,K-1,Plover Fm,30.8587,40.6154,2.6374,68.8192,136.8115,2
4717.5,K-1,Plover Fm,25.6991,33.9905,2.6546,69.5406,133.1006,2
4718,K-1,Plover Fm,27.9162,35.2601,2.6607,67.2437,126.4812,2
4718.5,K-1,Plover Fm,31.9092,32.2488,2.6856,63.4097,118.8228,2
4719,K-1,Plover Fm,35.6755,28.9497,2.7199,63.0582,119.8795,2
4719.5,K-1,Plover Fm,28.5378,29.6278,2.7319,62.8571,121.4043,2
4720,K-1,Plover Fm,29.9108,28.8361,2.6952,65.1452,123.5424,2
4720.5,K-1,Plover Fm,28.9322,33.3964,2.6692,68.1744,122.9755,2
4721,K-1,Plover Fm,28.5234,34.4898,2.666,58.8257,118.989,2
4721.5,K-1,Plover Fm,41.3494,28.5863,2.6694,85.5354,165.4474,2
4722,K-1,Plover Fm,32.9624,40.3227,2.6617,93.2794,161.4321,2
4722.5,K-1,Plover Fm,33.8285,44.0082,2.6415,85.0539,156.4375,2
4723,K-1,Plover Fm,19.2233,45.1427,2.6343,78.9093,140.8374,2
4723.5,K-1,Plover Fm,14.4549,43.1878,2.6204,76.3103,144.8693,2
4724,K-1,Plover Fm,16.7278,41.2329,2.6252,73.1392,138.7332,2
4724.5,K-1,Plover Fm,14.7873,39.278,2.6162,68.9959,135.026,2
4725,K-1,Plover Fm,16.2511,32.5667,2.6351,83.7732,153.8852,2
4725.5,K-1,Plover Fm,19.7076,34.9753,2.6417,75.1312,151.1794,2
4726,K-1,Plover Fm,23.6984,39.1438,2.64,83.4429,159.1848,2
4726.5,K-1,Plover Fm,23.6277,38.5465,2.6425,74.8902,139.2918,2
4727,K-1,Plover Fm,15.0646,37.8124,2.6529,66.2315,130.3392,2
4727.5,K-1,Plover Fm,14.6089,31.015,2.6569,65.9769,128.0445,2
4728,K-1,Plover Fm,10.4022,29.9076,2.6769,65.5854,121.3099,2
4728.5,K-1,Plover Fm,12.3358,29.1021,2.6945,62.4648,114.8961,2
4729,K-1,Plover Fm,12.2692,27.0663,2.7231,63.7028,114.5859,2
4729.5,K-1,Plover Fm,14.8802,26.6176,2.7534,60.1369,113.3812,2
4730,K-1,Plover Fm,8.8846,25.439,2.7526,60.3378,117.4385,2
4730.5,K-1,Plover Fm,11.5735,26.9911,2.7413,61.7945,117.2047,2
4731,K-1,Plover Fm,9.077,28.5433,2.7301,62.3198,126.106,2
4731.5,K-1,Plover Fm,12.8059,28.7479,2.714,71.6823,136.0056,2
4732,K-1,Plover Fm,16.4721,34.5124,2.6756,76.4011,145.5484,2
4732.5,K-1,Plover Fm,17.8147,36.4057,2.6541,85.107,151.2536,2
4733,K-1,Plover Fm,17.4966,38.45,2.6399,78.9422,136.2397,2
4733.5,K-1,Plover Fm,11.0026,37.1239,2.6303,68.5971,133.203,2
4734,K-1,Plover Fm,8.6107,35.6753,2.6287,70.387,127.9835,2
4734.5,K-1,Plover Fm,5.7204,34.2713,2.6437,65.3167,115.4299,2
4735,K-1,Plover Fm,7.2315,25.2538,2.6751,59.8297,110.3397,2
4735.5,K-1,Plover Fm,12.5284,19.2015,2.7258,61.345,109.2729,2
4736,K-1,Plover Fm,10.754,17.6126,2.7607,59.7992,107.5601,2
4736.5,K-1,Plover Fm,11.5714,19.0845,2.7745,57.6304,104.0089,2
4737,K-1,Plover Fm,11.3708,17.4917,2.7678,55.636,107.9136,2
4737.5,K-1,Plover Fm,11.1693,17.064,2.7744,61.3607,111.5201,2
4738,K-1,Plover Fm,8.3962,18.6234,2.7564,62.1824,117.922,2
