Depth,Well,Formation,GR,RS,RD,NPHI,RHOB,DTCO,DTSM,Electrofacies
5097,P-2,Plover Fm,89.495,8.071,6.8469,13.7197,2.2377,61.184,112.2831,2
5097.5,P-2,Plover Fm,72.877,8.873,6.9959,14.3866,2.3339,66.5345,112.8996,2
5098,P-2,Plover Fm,43.5599,17.125,13.6473,12.3317,2.2821,61.2407,103.8932,2
5098.5,P-2,Plover Fm,100.2293,25.5673,21.5266,7.4761,2.4232,74.8995,105.2446,2
5099,P-2,Plover Fm,137.6683,16.2043,16.8312,11.0249,2.2567,77.2492,129.5612,2
5099.5,P-2,Plover Fm,88.2215,7.6037,7.59,19.7056,2.3285,76.3158,129.2042,2
5100,P-2,Plover Fm,42.9845,7.8578,7.8734,21.7059,2.6343,58.8004,103.6516,2
5100.5,P-2,Plover Fm,38.0599,59.015,73.1395,7.1599,2.8394,51.5478,93.807,1
5101,P-2,Plover Fm,49.2399,160.95,140.8502,4.8768,2.7264,54.3351,97.5087,1
5101.5,P-2,Plover Fm,123.5952,42.1992,30.8068,9.5394,2.7065,67.6912,112.7785,1
5102,P-2,Plover Fm,72.5509,7.2271,7.2339,21.2386,2.6348,65.0866,114.722,1
5102.5,P-2,Plover Fm,56.7885,18.3749,19.9224,18.4427,2.6878,56.9782,101.7032,1
5103,P-2,Plover Fm,52.3207,24.4558,25.0491,11.1016,2.7844,58.6108,96.0487,1
5103.5,P-2,Plover Fm,58.8836,26.471,26.5612,11.0478,2.5328,56.659,98.6929,1
5104,P-2,Plover Fm,69.1194,19.6675,15.6142,8.5567,2.2844,61.6359,109.537,1
5104.5,P-2,Plover Fm,116.7506,28.5608,23.8991,8.5407,2.2404,77.7012,123.4181,1
5105,P-2,Plover Fm,117.8419,8.4575,8.4357,22.6399,2.3955,74.7114,137.7702,1
5105.5,P-2,Plover Fm,114.4213,6.6915,6.6055,25.3581,2.6561,74.4772,140.2787,1
5106,P-2,Plover Fm,118.8971,6.4052,6.6718,26.144,2.6635,75.6772,145.5005,1
5106.5,P-2,Plover Fm,127.6786,6.1004,6.7447,26.6263,2.6568,78.9027,153.6328,1
5107,P-2,Plover Fm,115.195,5.0216,5.7415,27.5602,2.6297,81.2502,149.192,1
5107.5,P-2,Plover Fm,66.6461,7.694,8.2479,19.363,2.6443,62.745,111.9008,1
5108,P-2,Plover Fm,82.6513,21.3618,24.862,13.021,2.6054,62.5916,109.5495,1
5108.5,P-2,Plover Fm,90.8896,13.7272,16.1746,14.625,2.8477,63.3406,102.2852,1
5109,P-2,Plover Fm,102.9187,10.7573,12.9351,15.2527,2.8085,68.2434,123.4172,1
5109.5,P-2,Plover Fm,84.3239,8.8264,11.3742,16.2857,2.6438,66.9354,119.6547,1
5110,P-2,Plover Fm,79.3114,13.6983,14.6244,13.9355,2.405,64.3897,103.9516,1
5110.5,P-2,Plover Fm,61.8535,11.2241,10.0486,11.7217,2.5819,61.0092,112.0029,1
5111,P-2,Plover Fm,112.6922,19.3319,16.5556,11.889,2.3929,71.4745,138.5139,1
5111.5,P-2,Plover Fm,116.0249,8.97,9.0705,20.5367,2.63,72.4339,137.9411,1
5112,P-2,Plover Fm,118.9461,7.9713,8.3152,22.5417,2.653,72.3198,134.5944,1
5112.5,P-2,Plover Fm,109.4232,6.9345,7.1117,26.1516,2.6894,70.7887,130.3056,1
5113,P-2,Plover Fm,111.3261,7.4341,7.5862,23.7883,2.6324,66.5858,125.724,1
5113.5,P-2,Plover Fm,97.1305,8.3671,8.8981,20.0826,2.624,75.8568,115.2724,1
5114,P-2,Plover Fm,64.6776,8.5124,8.8268,21.9801,1.696,99.9941,137.4993,1
5114.5,P-2,Plover Fm,95.6554,23.6358,27.3228,21.9882,2.1536,75.3041,131.6852,1
5115,P-2,Plover Fm,111.8013,9.6529,9.9033,27.6732,2.645,72.9606,139.2247,1
5115.5,P-2,Plover Fm,94.038,8.5514,8.9541,25.2939,2.7024,64.3282,121.4868,1
5116,P-2,Plover Fm,65.0848,13.2534,13.5377,17.8685,2.4437,62.4762,104.4344,1
5116.5,P-2,Plover Fm,68.141,23.8722,28.7383,12.8383,2.3606,64.8592,104.0359,1
5117,P-2,Plover Fm,49.1857,18.5943,20.7763,11.4641,2.4496,65.4437,115.165,1
5117.5,P-2,Plover Fm,84.4387,16.0016,18.8822,25.3023,2.2544,71.3475,119.145,1
5118,P-2,Plover Fm,52.0545,14.2002,13.0918,18.77,2.7195,51.3968,97.5855,1
5118.5,P-2,Plover Fm,42.9337,52.4074,35.5914,7.3312,2.4296,65.0694,97.3034,1
5119,P-2,Plover Fm,60.8529,50.9694,34.8474,9.775,2.4309,60.6744,102.4417,1
5119.5,P-2,Plover Fm,88.8102,17.8056,15.1545,13.7558,2.6017,66.2881,119.9889,1
5120,P-2,Plover Fm,98.8011,12.6188,12.183,22.56,2.6024,71.1241,137.6197,1
5120.5,P-2,Plover Fm,89.4919,8.4057,8.1427,32.3566,2.7378,67.8707,122.4787,1
5121,P-2,Plover Fm,103.2186,10.2703,10.7196,22.4994,2.5714,69.5221,132.5007,1
5121.5,P-2,Plover Fm,97.6594,7.3745,7.4454,24.1248,2.7207,68.9809,130.9109,1
5122,P-2,Plover Fm,105.8747,8.9674,9.301,22.1627,2.6791,73.1896,139.9502,1
5122.5,P-2,Plover Fm,110.2105,6.6253,6.797,33.1091,2.7029,72.7284,138.1456,1
5123,P-2,Plover Fm,104.1895,8.0096,8.22,24.8013,2.6621,70.3766,133.0247,1
5123.5,P-2,Plover Fm,115.1743,7.5421,7.5651,24.032,2.7013,71.6206,136.9651,1
5124,P-2,Plover Fm,145.2205,6.6126,6.6029,28.5656,2.7012,73.2255,141.9728,1
5124.5,P-2,Plover Fm,78.3896,5.429,5.3996,23.7599,2.6545,72.7607,114.446,1
5125,P-2,Plover Fm,63.6686,10.1924,23.375,10.7377,2.4635,59.5948,111.9564,1
5125.5,P-2,Plover Fm,81.6717,28.8206,42.4584,7.3972,2.3217,63.4724,105.0246,1
5126,P-2,Plover Fm,111.2875,27.2368,28.7938,10.4109,2.5123,64.6852,124.9884,1
5126.5,P-2,Plover Fm,106.8121,15.2404,16.0645,16.2565,2.66,62.5577,97.789,1
5127,P-2,Plover Fm,78.453,13.6034,14.0133,18.2386,2.5884,70.8573,129.2921,1
5127.5,P-2,Plover Fm,115.0123,25.7309,27.1628,15.8737,2.6603,66.6381,124.3686,1
5128,P-2,Plover Fm,127.4335,6.5646,6.5223,22.8758,2.6492,74.229,142.1658,1
5128.5,P-2,Plover Fm,122.9169,6.2054,6.2206,26.8459,2.7341,74.81,141.2408,1
5129,P-2,Plover Fm,120.0587,6.6392,6.7862,27.3675,2.696,74.4477,139.7848,1
5129.5,P-2,Plover Fm,111.2599,7.1392,7.0996,23.4639,2.6644,70.9899,132.2414,1
5130,P-2,Plover Fm,113.2977,8.65,8.6754,23.485,2.6678,69.0811,127.6259,1
5130.5,P-2,Plover Fm,98.5326,9.0366,9.253,20.2476,2.6697,67.0592,123.1879,1
5131,P-2,Plover Fm,115.4489,10.9869,11.873,18.4665,2.6658,68.375,121.6354,1
5131.5,P-2,Plover Fm,98.2041,8.7836,9.3746,18.1939,2.6193,66.0378,119.8919,1
5132,P-2,Plover Fm,118.087,13.9317,17.9554,18.1521,2.6507,70.8297,128.2443,1
5132.5,P-2,Plover Fm,116.2617,7.3828,7.9805,23.8282,2.7102,67.3921,123.3071,1
5133,P-2,Plover Fm,116.2643,10.1668,11.0678,19.2565,2.6656,69.3155,128.8028,1
5133.5,P-2,Plover Fm,121.3767,7.9568,8.2361,24.3117,2.6626,71.5379,134.0401,1
5134,P-2,Plover Fm,113.8899,6.2221,6.407,26.4823,2.6292,75.3069,143.0495,1
5134.5,P-2,Plover Fm,122.4209,6.1199,6.2715,29.1903,2.7146,74.2627,141.257,1
5135,P-2,Plover Fm,119.0173,6.2908,6.4585,24.9698,2.6548,74.7553,140.3109,1
5135.5,P-2,Plover Fm,123.1777,6.5222,6.8974,30.1586,2.6942,74.8014,142.5339,1
5136,P-2,Plover Fm,109.1249,6.9274,7.1908,27.4591,2.6595,73.4938,132.2587,1
5136.5,P-2,Plover Fm,105.889,9.3377,9.5688,20.8248,2.6783,69.1149,123.5325,1
5137,P-2,Plover Fm,118.0976,10.894,11.1649,19.2276,2.6814,66.4972,120.258,1
5137.5,P-2,Plover Fm,121.4517,9.752,9.7266,22.9745,2.7225,68.7415,123.1802,1
5138,P-2,Plover Fm,99.0917,11.7766,12.9663,16.4023,2.4687,65.1082,105.2352,1
5138.5,P-2,Plover Fm,126.9568,10.3617,11.0522,16.3253,2.6751,70.4765,147.5006,1
5139,P-2,Plover Fm,120.8041,9.3907,10.3362,26.4749,2.6387,70.4711,117.395,1
5139.5,P-2,Plover Fm,120.7137,7.1787,7.5325,26.908,2.7151,74.5648,149.5555,1
5140,P-2,Plover Fm,125.4019,8.6891,9.4102,28.2982,2.7065,72.3321,136.9135,1
5140.5,P-2,Plover Fm,110.8076,7.3809,7.8003,29.0852,2.6666,71.5829,133.7906,2
5141,P-2,Plover Fm,104.0642,10.9149,12.1363,23.2414,2.7606,68.2953,125.0529,2
5141.5,P-2,Plover Fm,132.3977,7.125,7.6124,24.4778,2.7017,71.5218,134.4917,2
5142,P-2,Plover Fm,121.6871,6.9062,7.3944,25.9146,2.6698,72.6142,141.6554,2
5142.5,P-2,Plover Fm,123.179,5.7452,5.9884,31.0625,2.6786,75.1551,146.8887,2
5143,P-2,Plover Fm,129.9992,5.7914,6.076,29.184,2.7296,75.4411,147.8483,2
5143.5,P-2,Plover Fm,128.9508,5.8568,6.171,30.5961,2.7292,76.7025,151.1692,2
5144,P-2,Plover Fm,150.2875,5.4341,5.8494,34.0756,2.7009,77.1283,150.7131,2
5144.5,P-2,Plover Fm,147.4036,5.829,6.1778,33.659,2.6836,76.76,147.8466,2
5145,P-2,Plover Fm,129.461,5.5284,5.7419,28.6287,2.6629,76.4531,142.5823,2
5145.5,P-2,Plover Fm,123.8823,7.4398,8.0529,25.0875,2.7469,72.8631,132.3187,2
5146,P-2,Plover Fm,115.931,9.1643,9.8439,23.5525,2.6469,71.1697,123.2251,2
5146.5,P-2,Plover Fm,114.1162,11.9474,12.2744,15.4473,2.6469,67.3123,115.1766,2
5147,P-2,Plover Fm,111.9208,18.3521,19.2122,13.8306,2.6563,61.9716,105.376,2
5147.5,P-2,Plover Fm,113.1636,18.9528,19.9524,12.2523,2.651,62.3953,104.0002,2
5148,P-2,Plover Fm,108.9278,18.3411,19.0913,17.9025,2.6457,64.5268,107.3351,2
5148.5,P-2,Plover Fm,86.1857,31.062,34.1723,11.8965,2.6495,60.4539,94.2485,2
5149,P-2,Plover Fm,99.1469,23.8415,25.1513,13.9845,2.6174,58.7647,84.1742,2
5149.5,P-2,Plover Fm,104.9463,19.6477,20.4817,16.879,2.7081,67.6169,132.3408,2
5150,P-2,Plover Fm,133.014,17.3889,17.8273,20.4623,2.6807,64.502,118.9318,2
5150.5,P-2,Plover Fm,126.6357,10.747,10.7407,21.2747,2.7584,70.4694,125.8577,2
5151,P-2,Plover Fm,131.0005,11.3543,11.4087,19.8426,2.6871,69.4245,122.7674,2
5151.5,P-2,Plover Fm,101.7559,18.1943,16.5708,13.5988,2.6663,62.8767,111.2707,2
5152,P-2,Plover Fm,125.2974,11.3669,12.0241,20.7532,2.7113,66.7626,119.8602,2
5152.5,P-2,Plover Fm,139.7399,7.3007,7.7484,27.8299,2.6324,73.1686,134.3106,2
5153,P-2,Plover Fm,144.2622,5.7526,6.0128,28.5364,2.6978,78.2621,145.5956,2
5153.5,P-2,Plover Fm,138.2195,6.4719,6.7343,29.4674,2.679,75.2947,137.9296,2
5154,P-2,Plover Fm,142.378,6.93,7.1626,26.7199,2.7015,74.2748,137.5571,2
5154.5,P-2,Plover Fm,136.0733,6.4631,6.6935,26.9381,2.6609,74.5324,141.4266,2
5155,P-2,Plover Fm,138.8992,5.6667,5.8153,28.8328,2.6966,76.4658,147.7581,2
5155.5,P-2,Plover Fm,143.5188,4.702,4.7865,32.06,2.6523,80.6118,157.5827,2
5156,P-2,Plover Fm,147.7924,4.3843,4.4921,30.3743,2.7012,82.4903,160.3018,2
5156.5,P-2,Plover Fm,141.7371,5.8597,6.1381,27.6623,2.601,77.8228,148.8131,2
5157,P-2,Plover Fm,116.7584,8.0754,8.7179,24.5178,2.681,74.7333,140.8954,2
5157.5,P-2,Plover Fm,120.3651,6.8141,7.2092,25.4471,2.6003,77.807,149.665,2
5158,P-2,Plover Fm,115.8026,7.2275,7.5362,26.5673,2.596,76.2557,140.2899,2
5158.5,P-2,Plover Fm,119.8211,8.2498,8.5483,26.5904,2.5987,72.5437,130.3217,2
5159,P-2,Plover Fm,76.9906,22.8492,23.4092,24.2219,3.1571,59.2359,114.4672,2
5159.5,P-2,Plover Fm,97.7284,9.4436,10.1228,16.2689,2.8471,68.3409,123.268,2
5160,P-2,Plover Fm,97.0725,12.357,13.4127,14.1065,2.6379,67.2642,118.5135,2
5160.5,P-2,Plover Fm,84.135,13.7448,14.4633,19.0482,2.6879,65.2392,119.8453,2
5161,P-2,Plover Fm,109.4265,7.0595,7.1614,24.6696,2.6174,74.8001,133.2234,2
5161.5,P-2,Plover Fm,109.5085,7.0245,7.1349,22.3349,2.6917,74.5126,138.6501,2
5162,P-2,Plover Fm,109.6349,7.8769,7.9924,22.8257,2.6195,72.8486,137.0402,2
5162.5,P-2,Plover Fm,116.1158,6.2905,6.4402,24.3668,2.618,76.3151,138.3686,2
5163,P-2,Plover Fm,103.4655,7.2129,7.328,15.9055,2.607,73.8163,126.8454,2
5163.5,P-2,Plover Fm,94.6752,11.8055,12.9658,19.5876,2.7754,62.8456,112.7831,2
5164,P-2,Plover Fm,107.6605,7.4673,7.6197,19.5693,2.6104,71.1619,126.4406,2
5164.5,P-2,Plover Fm,95.495,10.7811,11.9246,18.0429,2.7482,66.5358,113.4101,2
5165,P-2,Plover Fm,75.3727,10.8827,13.9986,16.5362,2.7742,65.5899,120.3378,2
5165.5,P-2,Plover Fm,109.6428,6.6274,7.0591,24.0543,2.6082,74.4865,133.8871,2
5166,P-2,Plover Fm,112.3029,4.8348,4.9943,23.5184,2.6261,73.6849,137.6753,2
5166.5,P-2,Plover Fm,111.0286,6.0203,6.2714,23.3727,2.6466,74.4818,134.1083,2
5167,P-2,Plover Fm,106.4422,9.9901,10.4025,18.3496,2.6077,71.6775,123.5569,2
5167.5,P-2,Plover Fm,101.8558,10.4221,10.4564,18.7141,2.6055,70.2521,120.47,2
5168,P-2,Plover Fm,75.1874,16.2183,18.2466,16.0019,2.8023,62.5805,112.169,2
5168.5,P-2,Plover Fm,112.9662,7.5238,7.8167,19.7761,2.712,72.545,131.1914,2
5169,P-2,Plover Fm,110.7603,6.065,6.1713,28.0782,2.6446,74.4343,142.3674,2
5169.5,P-2,Plover Fm,119.304,6.0424,6.0809,24.3234,2.7041,76.3863,141.9923,2
5170,P-2,Plover Fm,93.61,9.3303,9.7229,22.7597,2.7186,69.5952,129.1513,2
5170.5,P-2,Plover Fm,112.9174,7.7848,7.9727,25.0184,2.6385,70.9022,133.3174,2
5171,P-2,Plover Fm,114.9729,7.0393,7.4034,28.3014,2.6405,76.2906,140.1993,2
5171.5,P-2,Plover Fm,112.5168,7.6988,8.109,26.2305,2.6513,74.4029,137.0635,2
5172,P-2,Plover Fm,110.4652,8.2423,8.7155,25.4845,2.6219,73.0452,129.6875,2
5172.5,P-2,Plover Fm,83.1766,11.5085,12.7803,23.5936,2.6371,67.5528,122.7268,2
5173,P-2,Plover Fm,100.8582,10.0755,10.8411,19.653,2.65,68.6537,122.0232,2
5173.5,P-2,Plover Fm,102.2786,9.8352,10.7119,16.7698,2.6269,67.4639,122.795,2
5174,P-2,Plover Fm,93.3031,7.4523,7.8966,21.1699,2.644,72.3299,132.8039,2
5174.5,P-2,Plover Fm,113.3507,5.7788,6.0122,26.5939,2.7711,72.8195,139.6432,2
5175,P-2,Plover Fm,113.8757,6.7692,7.032,29.9349,2.6726,75.3039,140.362,2
5175.5,P-2,Plover Fm,115.2362,6.2974,6.31,26.191,2.6341,76.5526,142.8696,2
5176,P-2,Plover Fm,122.2471,6.3717,6.3368,25.7862,2.6326,76.7078,147.2037,2
5176.5,P-2,Plover Fm,118.176,6.5612,6.6953,26.4016,2.6321,76.5178,146.6745,2
5177,P-2,Plover Fm,111.0724,6.5558,6.7647,25.6083,2.669,76.8578,141.7064,2
5177.5,P-2,Plover Fm,103.9687,8.1303,8.6072,24.8753,2.7684,72.9776,139.6702,2
5178,P-2,Plover Fm,113.8905,6.473,6.7432,24.6161,2.6382,76.6099,143.1652,2
5178.5,P-2,Plover Fm,110.9927,7.4808,8.0014,29.2088,2.6616,74.4806,139.782,2
5179,P-2,Plover Fm,106.1155,6.5792,6.9048,24.121,2.6826,74.9963,141.4339,2
5179.5,P-2,Plover Fm,117.5295,7.3549,7.7889,26.9661,2.6177,76.3552,139.7955,2
5180,P-2,Plover Fm,113.7101,8.0343,8.5089,22.1874,2.634,73.3836,131.9777,2
5180.5,P-2,Plover Fm,108.7105,8.5186,9.3924,21.0525,2.6314,73.0227,131.5206,2
5181,P-2,Plover Fm,98.5144,8.0768,8.6078,21.3438,2.6872,70.523,129.7979,2
5181.5,P-2,Plover Fm,111.4153,5.4024,5.724,25.4454,2.6909,74.613,141.4398,2
5182,P-2,Plover Fm,122.21,6.1066,6.5277,26.8933,2.646,78.4756,148.0865,2
5182.5,P-2,Plover Fm,114.3493,5.8532,6.1292,26.409,2.6259,76.5602,148.0864,2
5183,P-2,Plover Fm,119.3754,5.7038,5.7739,25.8876,2.6151,77.2419,147.6864,2
5183.5,P-2,Plover Fm,110.3328,5.489,5.2852,28.4456,2.6746,74.8224,139.2913,2
5184,P-2,Plover Fm,110.4029,7.0516,7.364,25.9038,2.621,73.419,134.3574,2
5184.5,P-2,Plover Fm,98.6161,7.5302,8.008,20.8773,2.6891,71.0911,130.9884,2
5185,P-2,Plover Fm,102.9891,5.5982,5.8864,26.6866,2.7344,72.416,136.4893,2
5185.5,P-2,Plover Fm,122.4014,5.2644,5.4797,25.0608,2.6654,78.4157,147.9856,2
5186,P-2,Plover Fm,118.1739,5.5668,5.7674,26.21,2.6411,77.4052,145.59,2
5186.5,P-2,Plover Fm,106.9294,7.7368,8.3271,23.381,2.8491,71.506,132.5209,2
5187,P-2,Plover Fm,93.8457,6.0079,6.1835,26.9325,2.6763,70.3347,133.9598,2
5187.5,P-2,Plover Fm,122.0082,4.7763,4.9766,26.0076,2.6074,77.3856,147.9387,2
5188,P-2,Plover Fm,118.3581,5.0248,5.17,29.5969,2.6544,78.24,149.3111,2
5188.5,P-2,Plover Fm,114.708,6.1032,6.2504,25.8194,2.7674,74.5454,140.2475,2
5189,P-2,Plover Fm,91.711,5.2592,5.3548,30.5612,2.6533,72.4578,146.0898,2
5189.5,P-2,Plover Fm,126.5424,4.7143,4.7894,27.6169,2.6168,78.8667,151.168,2
5190,P-2,Plover Fm,113.2792,6.2868,6.4145,28.104,2.7636,74.4908,139.0915,2
5190.5,P-2,Plover Fm,72.2587,11.5154,12.0001,19.1501,2.7213,64.4645,121.5703,2
5191,P-2,Plover Fm,76.2111,9.07,8.9402,20.4565,2.6828,66.6805,124.1531,2
5191.5,P-2,Plover Fm,86.6149,9.3248,9.5467,19.0932,2.797,66.7372,125.413,2
5192,P-2,Plover Fm,78.6865,8.7692,9.213,21.6459,2.6814,65.5805,127.674,2
5192.5,P-2,Plover Fm,96.3716,6.5674,6.811,20.3506,2.6445,72.405,137.4161,2
5193,P-2,Plover Fm,91.483,8.4373,9.7532,24.8521,2.6911,70.1961,132.5414,2
5193.5,P-2,Plover Fm,98.2634,6.3109,7.1374,22.0305,2.6525,72.3459,132.4933,2
5194,P-2,Plover Fm,95.2652,6.6096,8.0367,22.7965,2.6536,72.2615,134.2654,2
5194.5,P-2,Plover Fm,91.5829,5.563,5.3094,22.5451,2.6487,72.5443,138.2129,2
5195,P-2,Plover Fm,80.5588,5.9235,4.9025,22.7131,2.7595,69.263,133.3621,2
5195.5,P-2,Plover Fm,85.1654,6.2564,5.8694,22.0049,2.6642,70.7285,134.1909,2
5196,P-2,Plover Fm,93.4429,6.5232,6.5191,20.863,2.6633,73.1416,133.4332,2
5196.5,P-2,Plover Fm,66.4996,9.5789,9.9188,23.7913,2.8524,66.4787,127.7706,2
5197,P-2,Plover Fm,75.3751,7.236,6.8678,19.8297,2.6827,66.5123,125.3762,2
5197.5,P-2,Plover Fm,91.8695,6.0618,5.9669,24.1538,2.7411,72.4922,132.2602,2
5198,P-2,Plover Fm,90.306,5.5592,5.3794,23.5122,2.6506,71.1733,140.265,2
5198.5,P-2,Plover Fm,94.0567,6.6535,6.686,22.217,2.6768,74.3106,138.9901,2
5199,P-2,Plover Fm,68.1342,14.3295,11.9184,20.3713,2.8654,63.4191,124.4983,2
5199.5,P-2,Plover Fm,66.6643,8.9608,8.6786,18.75,2.6588,62.9925,122.4301,2
5200,P-2,Plover Fm,97.3691,6.0832,5.8317,23.4612,2.8001,75.2815,139.7343,2
5200.5,P-2,Plover Fm,87.2632,5.4892,5.3764,22.2106,2.6033,70.4875,139.7492,2
5201,P-2,Plover Fm,116.4203,4.8432,4.7226,26.9049,2.6486,80.4168,155.059,2
5201.5,P-2,Plover Fm,73.7026,13.4861,13.0504,27.9509,2.7517,66.502,128.4691,2
5202,P-2,Plover Fm,73.3614,8.7948,8.2931,20.6069,2.8298,68.3778,122.5004,2
5202.5,P-2,Plover Fm,65.8699,12.6191,12.8162,14.2968,2.6569,60.4705,118.1524,2
5203,P-2,Plover Fm,100.2177,5.9339,5.9728,17.802,2.6069,67.1543,130.1324,2
5203.5,P-2,Plover Fm,108.8574,5.3392,5.3398,26.3468,2.7014,78.4155,148.8138,2
5204,P-2,Plover Fm,83.1328,8.2345,8.8153,26.3567,2.7399,70.4708,136.709,2
5204.5,P-2,Plover Fm,75.474,9.1318,9.4036,20.5967,2.7401,67.4574,128.287,2
5205,P-2,Plover Fm,80.1561,9.3937,9.931,18.3669,2.7117,66.4942,128.1542,2
5205.5,P-2,Plover Fm,84.3637,7.5066,7.8274,21.7198,2.7722,69.64,129.158,2
5206,P-2,Plover Fm,82.1542,7.455,7.7075,23.1067,2.8148,70.424,132.9105,2
5206.5,P-2,Plover Fm,85.2115,9.1865,9.7447,22.8524,2.721,65.5352,122.8903,2
5207,P-2,Plover Fm,82.3748,8.0422,8.6273,19.9493,2.6668,66.8128,126.8886,2
5207.5,P-2,Plover Fm,72.7247,8.3222,9.1105,22.7694,2.6975,72.9013,134.4015,2
5208,P-2,Plover Fm,102.0183,4.727,4.9182,26.4888,2.6097,69.1858,134.9044,2
5208.5,P-2,Plover Fm,104.2017,6.2739,7.6546,28.0368,2.7822,79.1479,147.8641,2
5209,P-2,Plover Fm,95.5998,6.3501,7.9292,27.5708,2.6254,65.0132,128.2985,2
5209.5,P-2,Plover Fm,118.6351,4.6958,5.0258,23.91,2.6606,76.2898,145.829,2
5210,P-2,Plover Fm,106.2162,4.756,5.1642,27.915,2.813,72.4067,132.81,2
5210.5,P-2,Plover Fm,77.118,10.6553,12.9935,19.9891,2.7333,60.4688,114.7892,2
5211,P-2,Plover Fm,88.4255,10.0094,11.3032,20.5038,2.7731,66.7829,127.0184,2
5211.5,P-2,Plover Fm,88.6583,6.8032,6.8661,20.5612,2.7242,67.6193,128.4254,2
5212,P-2,Plover Fm,96.3853,6.4036,6.5645,26.2407,2.7365,72.2604,133.6522,2
5212.5,P-2,Plover Fm,92.9627,7.6936,8.2835,26.9915,2.7169,69.255,131.8351,2
5213,P-2,Plover Fm,97.3795,7.8726,8.0558,23.5768,2.7041,68.9754,129.2558,2
5213.5,P-2,Plover Fm,93.6981,5.0337,4.7014,23.0513,2.7501,66.2486,126.3635,2
5214,P-2,Plover Fm,113.9871,3.8002,3.6015,23.0161,2.7651,71.3223,133.6146,2
5214.5,P-2,Plover Fm,81.6254,8.5338,8.808,20.9382,2.7255,65.6397,122.124,2
5215,P-2,Plover Fm,93.3494,10.6075,10.8432,22.3084,2.8159,68.3569,121.4921,2
5215.5,P-2,Plover Fm,75.659,7.6258,7.4641,23.4632,2.7098,64.9862,123.6183,2
5216,P-2,Plover Fm,113.0828,4.9621,4.9426,26.257,2.6928,80.3555,151.1118,2
5216.5,P-2,Plover Fm,109.357,7.0579,7.2626,34.2784,2.6766,72.4817,137.8578,2
5217,P-2,Plover Fm,100.7033,5.5259,5.6255,27.988,2.6652,75.1406,139.5704,2
5217.5,P-2,Plover Fm,109.9783,8.7388,9.2106,25.0021,2.7626,70.367,133.8949,2
5218,P-2,Plover Fm,94.7092,5.6764,5.6988,21.4478,2.757,75.2989,138.3179,2
5218.5,P-2,Plover Fm,92.8735,8.4278,8.7246,23.2675,2.7925,66.7532,129.3797,2
5219,P-2,Plover Fm,91.2107,9.1594,9.6514,28.3341,2.7922,66.5044,123.6044,2
5219.5,P-2,Plover Fm,123.2506,7.267,7.2338,22.2809,2.7924,63.0318,113.8254,2
5220,P-2,Plover Fm,105.3551,10.2151,13.5868,21.5292,2.818,63.3344,112.3335,2
5220.5,P-2,Plover Fm,108.6718,29.0273,33.2479,19.5031,2.9944,60.6452,111.173,1
5221,P-2,Plover Fm,71.641,114.1039,149.4719,20.5001,2.9312,55.1576,103.9491,1
5221.5,P-2,Plover Fm,77.8619,230.404,313.6226,18.0911,2.8416,57.5444,100.8854,1
5222,P-2,Plover Fm,73.6979,201.6481,273.0125,16.5237,2.7958,54.5746,98.2817,1
5222.5,P-2,Plover Fm,69.8015,67.135,72.086,11.8823,2.7801,55.5017,97.916,1
5223,P-2,Plover Fm,77.8937,66.5425,65.6953,9.253,2.7217,58.7477,98.3089,1
5223.5,P-2,Plover Fm,63.6093,142.5813,110.7569,9.5408,2.7096,57.1121,96.2285,1
5224,P-2,Plover Fm,34.2472,105.9969,89.6078,5.5557,2.6764,51.6609,90.6786,1
5224.5,P-2,Plover Fm,52.4919,109.3361,87.4083,5.7779,2.757,55.5306,86.5609,1
5225,P-2,Plover Fm,41.0168,76.6603,82.0684,7.609,2.6067,57.5852,89.6258,1
5225.5,P-2,Plover Fm,65.696,102.1633,108.9803,7.9102,2.6578,56.7288,90.4328,1
5226,P-2,Plover Fm,34.7818,71.8865,70.7714,6.2939,2.6691,62.9068,104.4523,1
5226.5,P-2,Plover Fm,53.0465,157.9584,125.7355,5.678,2.7124,56.5437,94.1265,1
5227,P-2,Plover Fm,35.8732,158.9904,180.2445,5.1852,2.7019,55.2187,92.9541,1
5227.5,P-2,Plover Fm,39.5312,170.9529,222.5342,5.4038,2.7043,54.3492,92.3173,1
5228,P-2,Plover Fm,40.6377,140.4659,167.7205,4.7705,2.6282,52.481,91.7273,1
5228.5,P-2,Plover Fm,44.5335,61.2927,67.0163,6.0562,2.346,52.488,94.0636,1
5229,P-2,Plover Fm,48.0046,128.4822,157.7147,6.5587,2.661,60.8124,91.1809,1
5229.5,P-2,Plover Fm,34.5623,23.6466,23.3525,6.791,2.705,57.3083,97.1175,1
5230,P-2,Plover Fm,81.0425,31.4528,35.3141,8.716,2.7681,59.2227,100.1689,1
5230.5,P-2,Plover Fm,75.7059,27.1277,29.5458,12.1809,2.723,58.9222,102.8133,1
5231,P-2,Plover Fm,84.49,25.9495,29.0701,12.6539,2.7844,59.5131,103.5825,1
5231.5,P-2,Plover Fm,95.5807,19.4007,19.5438,12.219,2.7158,62.6759,104.6061,1
5232,P-2,Plover Fm,60.5973,41.5382,46.2271,10.6879,2.7706,56.5016,96.2256,1
5232.5,P-2,Plover Fm,68.9599,30.9401,34.2084,10.5035,2.7583,58.4998,97.6858,1
